accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,Image
https://fm-digital-assets.fieldmuseum.org/281/725/V0092855F.jpg,V0092855F,J. Campos & O. Diaz,J. Campos,O. Diaz,2490,9 Febrero 1996,1996-02-09,N/A,Amorimia camporum W.R. Anderson,Amorimia camporum,W. R. Anderson,2006,N/A,Peru,Cajamarca,San Ignacio,Distrito Chirinos,Entre La Catagua y Tablón.,Entre La Catagua y Tablón,Trepadora; flor amarilla,550-650 m,05°19'S 078°47'W,2296033,Mix of Handwritten and Typed,isotype,
https://fm-digital-assets.fieldmuseum.org/155/067/V0078059F.jpg,V0078059F,Tafalla collected with and for Ruiz & Pavon,J. Tafalla,H. Ruiz | J. Pavon,s.n.,1778-1788,1778-00-00,1788-00-00,Nolana spathulata R & P,Nolana spathulata,N/A,N/A,N/A,Peru,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,V0078059F,Mix of Handwritten and Typed,isolectotype,
https://fm-digital-assets.fieldmuseum.org/281/732/V0092864F.jpg,V0092864F,Camilo Díaz y Antonio Peña 8808,C. Díaz,A. Peña,8808,4 Diciembre 1996,1996-12-04,N/A,Symplocos ovata Ståhl,Symplocos ovata,B. Ståhl,2010,N/A,Peru,Amazonas,Luya,Camporredondo,"Camporredondo, Tullanya, Pascana ""Pajaro Tigre""","Tullanya, Pascana, ""Pajaro Tigre""",Liana con frutos verdes Pedúnculos largos,2250-2360 m,N/A,2296023,Mix of Handwritten and Typed,Isotype,
https://fm-digital-assets.fieldmuseum.org/283/142/V0092900F.jpg,V0092900F,Ruiz et Pavón,H. Ruiz,J. A. Pavón,9/58,(1778-1788),1778-00-00,1788-00-00,Bomarea purpurea (Ruiz & Pavón) Herb.,Bomarea purpurea,F. Hofreiter,2007,Alstroemeria purpurea,Peru,N/A,N/A,Pillao,Pillao,Pillao,N/A,N/A,N/A,29201 | BOP 9/58,Mix of Handwritten and Typed,isotype,
https://fm-digital-assets.fieldmuseum.org/283/147/V0092906F.jpg,V0092906F,"V. Quipuscoa S., A. Sagástegui A., S. Leiva G., G. M. Bejarano C.",V. Quipuscoa,A. Sagástegui | S. Leiva | G. M. Bejarano,1378,20 agosto 1999,1999-08-20,N/A,"Lithospermum leymebambense WEND. & NURK, sp. nov. ined.",Lithospermum leymebambense,M. Weigend,September 2006,N/A,Peru,Amazonas,Chachapoyas,Leymebamba,"Carretera a Celendín, entre Ishpingo - Pomacocha. Bosque montano fragmentado. Distrito: Leymebamba.","Carretera a Celendín, between Ishpingo and Pomacocha",Bosque montano fragmentado,N/A,N/A,2211679,Mix of Handwritten and Typed,Isotype,
https://fm-digital-assets.fieldmuseum.org/283/156/V0092915F.jpg,V0092915F,COLL. LLEWELLYN WILLIAMS,L. Williams,N/A,6999,"JAN.-FEB., 1930",1930-01-00,1930-02-00,Norantea curviflora Macbr.,Marcgraviastrum mixtum,D. Giraldo-Cañas | H. G. Bedell,2010 | XI 1982,N/A,Peru,San Martin,N/A,San Roque,SAN ROQUE DEPT. SAN MARTIN,San Roque,Vine forest,ALT. 1350-1500 M.,N/A,624474 | F. No. 6999 | 65813,Mix of Handwritten and Typed,holotype,
https://fm-digital-assets.fieldmuseum.org/283/160/V0092918F.jpg,V0092918F,Ruiz et Pavón,H. Ruiz,J. Pavón,s.n.,1778-1788,1778-00-00,1788-00-00,Norantea obovata (R&P) G. Don,Marcgraviastrum obovatum,D. Giraldo-Cañas | H. G. Bedell,2010 | Utrecht VIII 1982,N/A,Peru,N/A,N/A,Chachapoi,Chachapoi,[precise locality unknown],N/A,N/A,N/A,V0092918F,Mix of Handwritten and Typed,Isotype,
https://fm-digital-assets.fieldmuseum.org/283/163/V0092921F.jpg,V0092921F,RODRIGUEZ,Rodriguez,N/A,s.n.,anno 1824,1824-00-00,N/A,Marcgraviastrum obovatum (G. Don) Bedell,Marcgraviastrum obovatum,J. Giraldo-Cañas | H. G. Bedell,2010 | Utrecht VIII 1982,Norantea obovata,Peru,N/A,N/A,N/A,"Hl. Peru, ined. Ex Herbario N. Peans.",Hl. Peru,N/A,N/A,N/A,V0092921F,Mix of Handwritten and Typed,Isotype,
https://fm-digital-assets.fieldmuseum.org/679/934/V0190732F.jpg,V0190732F,Robin B. Foster,R. B. Foster,N/A,8752,13 Sept. 1982,1982-09-13,N/A,Acidoton venezolanus (Pax. & Hoffm.) Webster,Acidoton venezolanus,M. J. Huft,1983,N/A,Peru,Huánuco,Pachitea,Puerto Inca,Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro. Forested low hills and ravines.,Foot trail between Río Pachitea and Río Sungaro,Forested low hills and ravines,Alt. 250-300 m,"75°00'W, 9°18'S",1921102,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/791/904/V0277652F.jpg,V0277652F,José Schunke Vigo,J. Schunke Vigo,N/A,6505,27 May 1964,1964-05-27,N/A,Sp. Tontelea attenuata Miers,Tontelea attenuata,J. A. Lombardi,IX 1999 2000,N/A,Peru,San Martín,N/A,N/A,"Quebrada Huicte (río Huallaga), in tall forest, 529 m alt.","Quebrada Huicte, río Huallaga",in tall forest,529 m alt.,N/A,1751666,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/586/997/V0152152F.jpg,V0152152F,Manuel Rimachi Y.,M. Rimachi,N/A,4268,"February 8, 1979",1979-02-08,N/A,Endlicheria anomala (Nees) Mez,Endlicheria anomala,A. Chanderbali,2001,Nectandra krukovii,Peru,Loreto,Requena,Saquena,"Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muena,"" 8 m, fr. green","Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera",marginal forest,8 m,N/A,2058606,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/802/677/V0277223F.jpg,V0277223F,SALVADOR FLORES P.,S. Flores,N/A,95(P1-2),Julio/82,1982-07-00,N/A,N.C. Poraqueiba Sericea Tul.,Poraqueiba sericea,T. Plowman,1985,N/A,Peru,Loreto,Maynas,N/A,AMPIYACU-PEVAS,Ampiyacu-Pevas,BOSQUE SECUNDARIO 35 Años,100 m.s.n.m.,N/A,V0277223F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/694/649/V0195906F.jpg,V0195906F,Percy Núñez & S. Walsh,P. Núñez,S. Walsh,6330,29 October 1986,1986-10-29,N/A,Euphorbia heterophylla L.,Euphorbia heterophylla,M. J. Huft | Mark H. Mayfield,1987 | Oct. 1995,N/A,Peru,Cuzco,La Convención,Quillabamba,Salaspampa,Salaspampa,Herb 0.6 meters; fruits green,Alt. 1110 m.,N/A,V0195906F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/904/057/V0290180F.jpg,V0290180F,Jose Schunke,J. Schunke,N/A,9560,30 Mayo 1977,1977-05-30,N/A,Hamelia patens Jacq.,Hamelia patens,J. Dwyer,1980,N/A,Peru,San Martin,Lamas,Alonso de Alvarado,"San Juan de Pacaiapa, km. 72 carretera Tarapoto-Moyobamba","San Juan de Pacaiapa, kilometer 72 carretera Tarapoto-Moyobamba","Arbusto de 1.5-2 m.; flores strong reddish orange, sepalos dark red, frutos dark red, de 1 cm. de largo, por 7 mm. de diametro, carnoso. En bosque secundario, con abundante luz solar",Alt. 1000-1050 m.,N/A,1872133,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/674/331/V0201636F.jpg,V0201636F,"G. Moore, L. Luna, J. Ruiz",G. Moore,L. Luna | J. Ruiz,138,18-8-81,1981-08-18,N/A,Ficus maxima P. Miller,Ficus maxima,W. C. Burger,1982,N/A,Peru,Loreto,N/A,N/A,"Quistococha, 14km north of Iquitos","Quistococha, fourteen kilometers north of Iquitos","Tree of twenty meters Important medicinal plant The ""milk"" from the bark is drunk",600m elev,UTM grid: 18-8-81,1923146,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/786/584/V0251887F.jpg,V0251887F,E. P. Killip A. C. Smith,E. P. Killip,A. C. Smith,26721,"July 20, 21, 1929",1929-07-20,1929-07-21,Psychotria racemosa (Aubl.) Willd.,Psychotria racemosa,N/A,N/A,N/A,Peru,Junín,N/A,N/A,"Cahuapanas, on Río Pichis; alt. about 340 meters; dense forest",Cahuapanas on Río Pichis,dense forest,alt. about 340 meters,N/A,607534,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/750/898/V0243915F.jpg,V0243915F,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,22 Jul 1991.,1991-07-22,N/A,Wissadula grandifolia Baker ex Rusby,Wissadula grandifolia,P. Fryxell,1993,N/A,Peru,Piura,Huancabamba,Canchaque,ca. 2 km N of Canchaque. ca. 1450 m alt. [5°24'S; 79°36'W],approximately 2 kilometers north of Canchaque,Shrubs to 1 meter flowers yellow,ca. 1450 m alt.,[5°24'S; 79°36'W],2119563,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/678/428/V0187051F.jpg,V0187051F,COLL. J. FRANCIS MACBRIDE,J. F. Macbride,N/A,4806,"JUNE 23, 1923",1923-06-23,N/A,Croton Baillonianus,Croton Baillonianus,N/A,N/A,N/A,Peru,Central Andes,Estacion near Pozuzo,Cueva Grande,CUEVA GRANDE ESTACION NEAR POZUZO,Cueva Grande Estacion near Pozuzo,Sunny brushy slope Open brushy 4-5 feet shrub,ABOUT 3500 FEET,N/A,V0187051F,Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/776/646/V0258426F.jpg,V0258426F,Ar. Sagástegui A.,A. Sagástegui,N/A,3820,19 Junio 1962,1962-06-19,N/A,Geranium chilloense Kunth,Geranium chilloense,C. Aedo | B. Halfdan-Nielsen,2007 | 1993,N/A,Peru,Cajamarca,Contumazá,Luque | Trinidad,"Luque, Trinidad, Prov. Contumaza, Dpto. Cajamarca","Luque, Trinidad",Ladera abierta,"3,250 m.s.m.",N/A,1684365,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/686/796/V0193750F.jpg,V0193750F,Leg. J. Mostacero L. S. Leiva G. F. Mejía C. F. Peláez P. J. Guevara B.,J. Mostacero,S. Leiva | F. Mejía | F. Peláez | J. Guevara,1640,14-XI-1986,1986-11-14,N/A,Dalechampia aristolochiifolia Kunth,Dalechampia aristolochiifolia,M. J. Huft,1992,N/A,Peru,Cajamarca,Cutervo,Sócota,La Pucarilla Sócota San Andrés,La Pucarilla San Andrés,Laderas al borde de carretera,2450 m.s.m.,N/A,199382,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/738/306/V0228073F.jpg,V0228073F,"SPICHIGER, R. & P.-A. LOIZEAU",R. Spichiger,P.-A. Loizeau,3012,10-4-86,1986-04-10,N/A,Pourouma guianensis ssp. guianensis,Pourouma guianensis ssp. guianensis,N/A,N/A,N/A,Peru,Loreto,N/A,Jenaro Herrera,"Centre de Recherche de Jenaro Herrera, Loreto, Pérou (73° 45'W-4° 55'S)",Centre de Recherche de Jenaro Herrera,"Bosque de terraza alta, suelo arenoso",Alt. 125 m.,(73° 45'W-4° 55'S),2027582,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/494/920/V0100062F.jpg,V0100062F,"G. KLUG, Collector",G. Klug,N/A,660,"Dec. October November, 1929",1929-10-00,1929-12-00,Batesia floribunda Benth.,Batesia floribunda,H. Harms,N/A,N/A,Peru,Loreto,N/A,Iquitos,"Mishuyacu, near Iquitos, alt. 100 meters; forest","Mishuyacu, near Iquitos",forest,alt. 100 meters,N/A,789,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/655/199/V0198402F.jpg,V0198402F,"coll. T. R. Dudley, 12063",T. R. Dudley,N/A,12063,24 Aug. 1968,1968-08-24,N/A,Dendrophthora sp. not D. mesembryanthemifolia Det. Job Kuijt 15 Dec. 1984,Dendrophthora sp.,J. Kuijt,15 Dec. 1984,N/A,Peru,Ayacucho,La Mar,N/A,"eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna, and the Hacienda Luisiana, c. 73°53'W; 12°45'S","eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna, and the Hacienda Luisiana","Parasitic; foliage yellowish-green; calyx bright orange; fr. translucent pink, waxy in dense and isolated, 40 to 50 feet high elfin hepatic forest at timberline",3220 meters,c. 73°53'W; 12°45'S,1721727,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/675/982/V0225274F.jpg,V0225274F,"G. KLUG, Collector",G. Klug,N/A,1595,April 11 1931.,1931-04-11,N/A,Ficus llewelynii Standl.,Ficus trigona,M. Vásquez Avila,Utrecht 1983,N/A,Peru,Loreto,N/A,Iquitos,"Mishuyacu, near Iquitos, alt. 100 meters; forest","Mishuyacu, near Iquitos",forest,alt. 100 meters,N/A,V0225274F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/736/767/V0224820F.jpg,V0224820F,Mildred E. Mathias Dermot Taylor,M. E. Mathias,D. Taylor,5576,18 July 1961,1961-07-18,N/A,"MALPIGHIACEAE, BUT I CANNOT NAME IT STERILE, NOT EVEN TO GENUS.",Malpighiaceae,W. R. Anderson,1983,N/A,Peru,Loreto,N/A,Requena,vicinity of Requena,vicinity of Requena,N/A,N/A,N/A,1733057,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/939/013/V0304780F.jpg,V0304780F,José Schunke Vigo,J. Schunke Vigo,N/A,6677,17 Dec. 1964,1964-12-17,N/A,Paullinia bracteosa Radlk.,Paullinia bracteosa,D. R. Simpson,"Oct., 1970",N/A,Peru,Loreto,N/A,N/A,"Quebrada de Maquia, (Contamana) in tall forest, 220 m alt.","Quebrada de Maquia, Contamana",tall forest,220 m alt.,N/A,1717601,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/785/493/V0238260F.jpg,V0238260F,COLL. LLEWELLYN WILLIAMS,L. Williams,N/A,3363,SEPT.-OCT. 1929,1929-09-00,1929-10-00,Payplotria viridis R.E.P.,Payplotria viridis,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,ALTO RIO ITAYA,Alto Rio Itaya,Forest of Panias,ALT. 145 M.,N/A,614121,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/736/994/V0225047F.jpg,V0225047F,"Coll. T. Plowman, A. Sagástegui A., J. Mostacero L., F. R. Mejía & F. Peláez",T. Plowman,A. Sagástegui A. | J. Mostacero L. | F. R. Mejía | F. Peláez,14242,12 July 1986,1986-07-12,N/A,Abutilon mollissimum (Cav.) Sweet dup. det. P. Fryxell 1987.,Abutilon mollissimum,P. Fryxell,1987,N/A,Peru,Cajamarca,Jaén,N/A,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba","Road from Pucará to Chamaya, twenty one kilometers east of Pucará, along Río Huancabamba",Dry scrub forest on steep slopes,Alt. 700 m.,N/A,V0225047F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/738/506/V0239614F.jpg,V0239614F,Magda Chanco with Michelle McMahon and Larry Hufford,M. Chanco,M. McMahon | L. Hufford,s.n.,14 April 2003,2003-04-14,N/A,Abutilon sp.,Abutilon sp.,N/A,N/A,N/A,Peru,Cajamarca,N/A,N/A,Chilete-San Pablo road about 15 km from Chilete,Chilete-San Pablo road about 15 kilometers from Chilete,N/A,3614 feet elevation,S7° 10.554' W78° 49.665',2253555,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1611/031/V0414961F.jpg,V0414961F,Marcos Rios Tony Mori Nigel Pitman Luis Torres Corine Vriesendorp,M. Rios,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa,unsure and check,N/A,N/A,Peru,Loreto,Requena,Soplín,"Quebrada Yanayacu- Rio Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco.",Quebrada Yanayacu Rio Blanco Campamento Wiswincho del inventario rápido number 27 de la región Tapiche-Blanco,Bosque de Planicie inundable de aguas blancas,Alt. 90-110 m. / Alt. 90-110 msnm.,"05°48'33.5""S 73°51'53.8""W",2318558,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1611/032/V0414962F.jpg,V0414962F,Marcos Ríos Tony Mori Nigel Pitman Luis Torres Corine Vriesendorp,M. Ríos,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa,N/A,N/A,N/A,Peru,Loreto,Requena,Soplín,"Quebrada Yanayacu- Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco",Quebrada Yanayacu- Río Blanco Campamento Wiswincho del inventario rápido number 27 de la región Tapiche-Blanco,Bosque de Planicie Inundable de aguas blancas,Alt. 90-110 msnm,"05°48'33.5""S 73°51'53.8""W",V0414962F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1743/655/V0462893F.jpg,V0462893F,Ynes Mexia,Y. Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,N/A,Piper callosum Ruiz & Pavon,Piper callosum,W. Trelease,N/A,N/A,Peru,Huanuco,Huanuco,N/A,Near confluence Rio Cayumba with Huallaga; forested slope above road,Near confluence Rio Cayumba with Huallaga; forested slope above road,"forested slope above road; perennial herb 0.8-2 meters high; stems weak; often forms small thickets; leaf blade joins petiole at angle, so often hangs perpendicular, shedding rain; abundant",Alt. 805 m.,N/A,V0462893F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1743/657/V0462895F.jpg,V0462895F,Ynes Mexia,Y. Mexia,N/A,6157,"Nov. 24, 1931",1931-11-24,N/A,Piper callosum Ruiz & Pav.,Piper callosum,W. Trelease,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche right bank of mouth of Rio Santiago,Dense forest,Alt. 200 m.,N/A,872277,Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1743/506/V0441679F.jpg,V0441679F,"Coll. Donald R. Simpson 565 January 4, 1968 & José Schunke V.",D. R. Simpson,J. Schunke V.,565,"January 4, 1968",1968-01-04,N/A,"Ipomoea carnea Jacq. (det. D. Simpson, Jan. 1969)",Ipomoea carnea,D. R. Simpson,Jan. 1969,N/A,Peru,Tumbes,Tumbes,Pampas de Hospital,"Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital",Bosque Nacional de Tumbes region near El Caucho or between El Caucho and Pampas de Hospital,"Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub",N/A,N/A,1897948,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1743/504/V0441677F.jpg,V0441677F,Coll. T. Plowman & P. M. Jørgensen 6 December 1981 | Coll. T. Plowman & P. M. Rury 6 December 1981,T. Plowman,P. M. Jørgensen | P. M. Rury,11105,6 December 1981,1981-12-06,N/A,Ipomoea carnea Jacq. det. A. McDonald 1983.,Ipomoea carnea,A. McDonald,1983,N/A,Peru,Huánuco,Huánuco,Huánuco,8 km. northeast of Huánuco on road to Tingo María,8 kilometers northeast of Huánuco on road to Tingo María,Scandent shrub on roadside near houses Stem with milky sap Fls pink,Alt. 1750 m.,"Approx. 9°52'S., 76°11'W.",1896900,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1684/390/V0401892F.jpg,V0401892F,Robin B. Foster 4240,R. B. Foster,N/A,4240,"Aug. 19, 1978",1978-08-19,N/A,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,Aechmea corymbosa,E. J. Gouda,2018-02-05,N/A,Peru,Loreto,Maynas,N/A,Rio Nanay Caseria Mishana 30KM SW of Iquitos,Rio Nanay Caseria Mishana 30 kilometers southwest of Iquitos,Terrestrial in white sand scrub bracts bright red-pink flowers white Forested hills on white or brown sand soils,N/A,N/A,1852637,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1766/135/V0460617F.jpg,V0460617F,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, W. Argandoña",J. Farfán,L. Valenzuela | I. Huamantupa | A. Carazas | W. Argandoña,1262,23 Octubre 2006,2006-10-23,N/A,Anthurium clavigerum Poepp.,Anthurium clavigerum,T. B. Croat,2008,N/A,Peru,Cusco,La Convención,Vilcabamba,"Chuanquiri camino a Riobamba, Bosque secundario","Chuanquiri on the road to Riobamba, secondary forest","Bosque Secundario. Epífita, hasta 70 cm, espádice rojo, espata verde",1009 m,"12°47'15""S 073°10'10""W",2315782,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1826/292/V0469643F.jpg,V0469643F,Thomas B. Croat,T. B. Croat,N/A,18210,"July 18, 1972",1972-07-18,N/A,Agave americana L.,Agave americana,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha,12.5 kilometers southwest of Iquitos on road to Lago Quisto-cocha,Sandy area,N/A,N/A,1759629,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/227/821/V0075820F.jpg,V0075820F,"coll. T. R. Dudley,",T. R. Dudley,N/A,10783,4 July 1968,1968-07-04,N/A,Thelypteris dudleyi A. R. Smith,Thelypteris dudleyi,A. R. Smith,Date 1989,N/A,Peru,Cuzco,La Convencion,N/A,"just above the cloud forest, between camp 4 & 5; almost to Camp 5; at c. 2825 m","just above the cloud forest, between camp 4 and 5, almost to Camp 5","Common, terrestrial type with bright green foliage and purplish-black and glossy petioles; saxatile on almost vertical rock faces; in full sun on old open landslide; one of the commonest colonizers of landslide",at c. 2825 m,12° 37'; 73° 32',65658,Mix of Handwritten and Typed,isotype,
https://fm-digital-assets.fieldmuseum.org/227/835/V0075836F.jpg,V0075836F,S. Knapp,S. Knapp,N/A,5881,4 July 1982,1982-07-04,N/A,TRICHIPTERIS PINNATA Stolze,Trichipteris pinnata,R. G. Stolze,1984,N/A,Panama,Colón,N/A,N/A,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway. Tropical wet forest. 500-550 m. 9°25'N, 79°37'W","Santa Rita Ridge road, 21 to 26 kilometers from Transisthmian Highway",Tropical wet forest. terrestrial. Sori brown,500-550 m,"9°25'N, 79°37'W",1932768,Mix of Handwritten and Typed,Isotype,
https://fm-digital-assets.fieldmuseum.org/1121/693/C0616676F.jpg,C0616676F,COLJ. DORANTES | COL. J. DORANTES,J. Dorantes,N/A,455,01/01/1972,1972-01-01,N/A,WOODWARDIA SPINULOSA MART. & GAL.,Woodwardia spinulosa,N/A,N/A,N/A,Mexico,Veracruz,Jalapa,Xico,LTO DEL GATO.,Lto del Gato,BOSQUE CADUCIFOLIO SUELO ROJO ARCILLOSO MUY ABUNDANTE PERENNE HELECH VEG. RIPARIA VEG.PRIMARIA,N/A,MAPA 38.5 29.0,1730602 | P005051,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1086/214/C0644079F.jpg,C0644079F,"A. Monteagudo, C. Mateo, G. Ortiz. 4909",A. Monteagudo,C. Mateo | G. Ortiz,4909,10 Abril 2003,2003-04-10,N/A,Blechnum occidentalis L.,Blechnum occidentalis,H. van der Werff,2005,N/A,Peru,Pasco,Oxapampa,Distrito Pozuzo,"Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación. Bosque ribereño.","Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación","Bosque ribereño Helecho terrestre adpreso a la roca, soros marrones",1100-1250m,10°15'S 75°13'W,C0644079F | 2287355,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1098/449/C0658238F.jpg,C0658238F,Ynes Mexia,Y. Mexia,N/A,8066,"May 14, 1936",1936-05-14,N/A,Adiantum pulverulentum L.,Adiantum pulverulentum,E. B. Copeland,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,upper valley of Rio Sambray; western affluent of Vilcanota; along stream,virgin forest,Alt. about 1800 m,N/A,C0658238F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1079/847/C0637474F.jpg,C0637474F,J.I. Calzada,J. I. Calzada,N/A,5759,11-enero-1980,1980-01-11,N/A,Diplazium francens Liehm.,Diplazium francens,R. G. Stolze,1983,Liquidambar styraciflua | Quercus sp | Alnus sp,Mexico,Veracruz,Xico,N/A,Rancho de Coatitilan,Rancho de Coatitilan,Bosque Caducifolio Muy húmedo Café arcilloso,1820 m.s.n.m.,19° 29' N 97° 04' W,1894963 | C0637474F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1079/274/C0636906F.jpg,C0636906F,Antonio Molina R.,A. Molina,N/A,1427,"Nov. 4, 1948",1948-11-04,N/A,Thelypteris piloso-hispida (Hook) Morton,Thelypteris rudis,A. R. Smith,1974,N/A,Honduras,Morazan,N/A,N/A,"norte de la Mt. Uyuca, caminos Tatumbla, Labranza y Quebrada El Granadillo, sobre la Mt. Uyuca, Drainage of the Río Yeguare, at about Longitude 87° W. and Latitude 14° N.","north of Mount Uyuca, Tatumbla, Labranza and Quebrada El Granadillo, on Mount Uyuca, drainage of the Rio Yeguare",Helecho arboreo. Bosque lluvioso,Alt. 1800 m.,at about Longitude 87° W. and Latitude 14° N.,1394536 | C0636906F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1072/569/C0665739F.jpg,C0665739F,"B.León, K.Young & N.Huapaya",B. León,K. Young | N. Huapaya,2911,10 setiembre 1991,1991-09-10,N/A,Thelypteris euchlora (Sod.) Reed,Thelypteris euchlora,R. G. Stolze,1992,N/A,Peru,Cuzco,Paucartambo,N/A,"Bosque de Nubes, Río La Unión. En ladera.","Bosque de Nubes, Río La Unión, on slope","Hierba, rizoma masivo rastrero, hojas 1.5 m largo, pinnas reducidas base nectarios presentes",1700-1800 m,N/A,C0665739F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1137/337/C0626158F.jpg,C0626158F,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Dorothy N. Gibson, and Chester Laskowski",L. O. Williams,A. Molina R. | T. P. Williams | D. N. Gibson | C. Laskowski,27621,"January 15, 1965",1965-01-15,N/A,Polypodium blepharodes Maxon,Grammitis blepharodes,R. Stolze,1965,N/A,Nicaragua,Matagalpa,N/A,Sta. María de Ostuma,"Disparate de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa","Disparate de Potter, Cordillera Central de Nicaragua","Epiphyte on mossy tree Montane rain forest, or cloud forest",alt. 1600 m.,N/A,1626179,Mix of Handwritten and Typed,no type status,
