accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/283/156/V0092915F.jpg,V0092915F,Llewelyn Williams,L. Williams,,6999,"JAN.-FEB., 1930",1930-01-00,1930-02-00,Norantea curva Macbr.,Marcgraviastrum mixtum (Triana & Planch.) Bedell,D. Giraldo-Cañas,2010,,Peru,San Martin,,San Roque,San Roque Dept. San Martin,[precise locality unknown],forest,1350-1500 M,,624474.0,Mix of Handwritten and Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/283/160/V0092918F.jpg,V0092918F,Ruiz et Pavón,H Ruiz,J Pavón,s.n.,1778-1788,1778-00-00,1788-00-00,Norantea obovata (G.DON) G. Don,Marcgraviastrum obovatum (G.Don) Bedell,D Giraldo-Cañas,2010,,Peru,,,,Chacahuasi,Chacahuasi,,,,843295,Mix of Handwritten and Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/283/163/V0092921F.jpg,V0092921F,Ruiz et Pavón,H Ruiz,J Pavón,s.n.,1778-1788,1778-00-00,1788-00-00,Marcgravia obovata Fl. Peruv. ined.,Marcgraviastrum obovatum (G. Don) Bedell,J Giraldo-Cañas,2010,,Peru,,,,PASS,[precise locality unknown],,,,842882.0,Mix of Handwritten and Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/679/934/V0190732F.jpg,V0190732F,Robin B. Foster,R. B. Foster,,8752,13 Sept. 1982,1982-09-13,,Acidoton venezolanus (Pax.& Hoffm.) Webster,Acidoton venezolanus (Pax.& Hoffm.) Webster,M. J. Huft,1983,,Peru,Huánuco,,,Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro. Forested low hills and ravines,Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro. Forested low hills and ravines,forested low hills and ravines,250-300 m,"75°00'W, 9°18'S",1921102,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/791/904/V0277652F.jpg,V0277652F,José Schunke Vigo,J Schunke Vigo,,6505,27 May 1964,1964-05-27,,Tontelea attenuata Miers,Tontelea attenuata Miers,J. A. Lombardi,VI/1999/2000,,Peru,San Martín,,,"Quebrada Huicte (río Huallaga), in tall forest","Quebrada Huicte (río Huallaga), in tall forest",In tall forest,529 m alt,,1751666,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/586/997/V0152152F.jpg,V0152152F,Manuel Rimachi Y.,M Rimachi Y,,4268,"February 8, 1979",1979-02-08,,Nectandra krukovii (A.C. Smith) Kosterm.,Endlicheria anomala (Nees) Mez,A Chanderbali,2001,,Peru,Loreto,Requena,Dtto. Saquena,"Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muena,"" 8 m, fr. green","Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muena,"" fr. green",Marginal forest,,,2058606,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/802/677/V0277223F.jpg,V0277223F,Salvador Flores P.,S Flores P,,95(P1-2),Julio/82,1982-07-00,,Poraqueiba sericea Tul.,Poraqueiba sericea Tul.,T. Plowman,1985,,Peru,Loreto,Maynas,,Ampiyacu-Pevas,Ampiyacu-Pevas,Bosque secundario 35 años,100 m.s.n.m.,,1968315,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/694/649/V0195906F.jpg,V0195906F,Percy Núñez & S. Walsh,P. Núñez,S. Walsh,6330,29 October 1986,1986-10-29,,Euphorbia heterophylla L.,Euphorbia heterophylla L.,M. H. Mayfield,Oct. 1995,,Peru,Cuzco,La Convención,Quillabamba,"Quillabamba, Salespampa","Quillabamba, Salespampa",,1110 m,,1982606,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/904/057/V0290180F.jpg,V0290180F,Jose Schunke,J. Schunke,,9560,30 Mayo 1977,1977-05-30,,Hamelia patens Jacq.,Hamelia patens Jacq.,J. Dwyer,1980,,Peru,San Martin,Lamas,Alonso de Alvarado,"Provincia: Lamas; Distrito: Alonso de Alvarado. San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba","San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba","Arbusto de 1.5-2 m., flores strong reddish orange, sepalos dark red, frutos dark red, de 1 cm. de largo, por 7 mm. de diametro, carnoso. En bosque secundario, con abundante luz solar",1000-1050 m,,1872133,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/674/331/V0201636F.jpg,V0201636F,"G.Moore, L.Luna, J.Ruiz",G. Moore,L. Luna | J. Ruiz,138,18-8-81,1981-08-18,,Ficus,Ficus maxima P. Miller,W. C. Burger,1982,,Peru,Loreto,,,"Quistococha, 14km north of Iquitos","Quistococha, 14 kilometers north of Iquitos","Tree of 20m. Important medicinal plant. The ""milk"" from the bark is drunk",600m,,1923146,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/786/584/V0251887F.jpg,V0251887F,"E. P. Killip, A. C. Smith",E. P. Killip,A. C. Smith,26721,"July 20, 21, 1929",1929-07-20,1929-07-21,Psychotria racemosa (Aubl.) Willd.,Psychotria racemosa (Aubl.) Willd.,,,,Peru,Junín,,,"Dept. Junín: Cahuapanas, on Río Pichis; alt. about 340 meters; dense forest","Dept. Junín: Cahuapanas, on Río Pichis; dense forest",Dense forest,about 340 meters,,607534,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/750/898/V0243915F.jpg,V0243915F,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,22 Jul 1991,1991-07-22,,Wissadula grandifolia Baker ex Rusby,Wissadula grandifolia Baker f. Fryxell,P. Fryxell,1993,,Peru,Piura,Huancabamba,,ca. 2 km N of Canchaque,ca. 2 km N of Canchaque,Shrubs to 1 m; flowers yellow,ca. 1450 m,[5°24'S; 79°36'W],2119563,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/678/428/V0187051F.jpg,V0187051F,COLL. J. FRANCIS MACBRIDE,J F Macbride,,4806,"June 23, 1923",1923-06-23,,Croton baillonianus,Croton Baillonianus,,,,Peru,,,,CUEVA GRANDE ESTACION NEAR POZUZO,Cueva Grande Estacion near Pozuzo,Sunny brushy slope. Open brushy 4-5 ft shrub,about 3500 feet,,535840,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/776/646/V0258426F.jpg,V0258426F,A. Sagástegui A,A Sagástegui,,3820,Noviembre 1966,1966-11-00,,Geranium chilloense Kunth,Geranium chilloense Kunth,C Aedo,2007,,Peru,Cajamarca,Contumaza,,"Jalca. Prov. Contumaza, Dpto. Cajamarca","Jalca. Prov. Contumaza, Dpto. Cajamarca",Ladera abierta,2620 m.s.n.m,,1684365,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/686/796/V0193750F.jpg,V0193750F,"J. Mostacero L., S. Leiva G., F. Mejía C., F. Peláez P., J. Guevara B.",J Mostacero L,S Leiva G | F Mejía C | F Peláez P | J Guevara B,1640,14-XI-1986,1986-11-14,,Dalechampia aristolochiifolia Kunth,Dalechampia aristolochiifolia Kunth,M J Huft,1992,,Peru,Cajamarca,Cutervo,,La Pucarilla (Socota-San Andrés),La Pucarilla (Socota-San Andrés),Ladera al borde de carretera,2450 m.s.m.,,199352.0,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/738/306/V0228073F.jpg,V0228073F,"Spichiger, R. & P.-A. Loizeau",R. Spichiger,P.-A. Loizeau,3012,10-4-86,1986-04-10,,Pourouma guianensis ssp guianensis,Pourouma guianensis ssp guianensis,,,,Peru,Loreto,,,"Centre de Recherche de Jenaro Herrera, Loreto, Pérou (73°45'W-4°55'S)","Centre de Recherche de Jenaro Herrera, Loreto, Pérou (73°45'W-4°55'S)","Bosque de terraza alta, suelo arenoso",125 m,73°45'W-4°55'S,2027582.0,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/494/920/V0100062F.jpg,V0100062F,G. Klug,G. Klug,,660,"October-November, 1929",1929-12-00,,Batesia floribunda Benth.,Batesia floribunda Benth.,H Harms,,,Peru,Loreto,,,"Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest","Dept. Loreto: Mishuyacu, near Iquitos; forest",forest,100 meters,,613565,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/655/199/V0198402F.jpg,V0198402F,coll. T. R. Dudley,T. R. Dudley,,12063,24 Aug. 1968,1968-08-24,,Dendrophthora mesembryanthemifolia Urban,Dendrophthora sp.,J. Kuijt,18 Dec. 1984,,Peru,Ayacucho,La Mar,,"Prov. La Mar, Dept. Ayacucho, eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana, c. 73°53'W; 12°45'S","eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana, c. 45 kilometers walking distance SW from the Hacienda Luisiana and the Apurimac River; c. 30 kilometers from the Hacienda Santa Rosa; c. 10 kilometers from Tambo","Parasitic, foliage yellowish-green; calyx bright orange; fr. translucent pink, waxy in dense and isolated, 40-50 ft. high elfin hepatic forest at timberline; Punccu camp",3220 meters,c. 73°53'W; 12°45'S,1721727,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/675/982/V0225274F.jpg,V0225274F,G. Klug,G. Klug,,1595,April 1930,1930-04-00,,Ficus Llewelynii Standl.,Ficus trigona L.f.,M. Vásquez Avila,1983,,Peru,Loreto,,,"Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest","Dept. Loreto: Mishuyacu, near Iquitos; forest",forest,100 meters,,873381,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/736/767/V0224820F.jpg,V0224820F,Mildred E. Mathias Dermot Taylor,M. E. Mathias,D. Taylor,5576,13 July 1961,1961-07-13,,Malpigh.(?) [Malpighiaceae],Malpighiaceae,W. R. Anderson,1983,,Peru,Loreto,,,vicinity of Requena,vicinity of Requena,,,,1733057,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/939/013/V0304780F.jpg,V0304780F,José Schunke Vigo,J Schunke Vigo,,6677,17 Dec. 1964,1964-12-17,,Paullinia bracteosa Radlk.,Paullinia bracteosa Radlk.,D. R. Simpson,"Oct.,1970",,Peru,Loreto,,,Quebrada de Maquia (Contamana),"Quebrada de Maquia, (Contamana) in tall forest",tall forest,220 m,,1717601,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/785/493/V0238260F.jpg,V0238260F,Llewelyn Williams,L Williams,,3363,"SEPT.-OCT., 1929",1929-09-00,1929-10-00,Psychotria viridis R&P,Psychotria viridis R.A.,,,,Peru,Loreto,,,ALTO RIO ITAYA Paraiso,ALTO RIO ITAYA Paraiso,forest,145 M,,614121.0,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/736/994/V0225047F.jpg,V0225047F,"T. Plowman, A. Sagástegui A., J. Mostacero L., F. R. Mejía & F. Peláez",T. Plowman,A. Sagástegui A. | J. Mostacero L. | F. R. Mejía | F. Peláez,14242,12 July 1986,1986-07-12,,Abutilon mollissimum (Cav.) Sweet,Abutilon mollissimum (Cav.) Sweet,P Fryxell,1987,,Peru,Cajamarca,Jaén,,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba","Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba",Dry scrub forest on steep slopes,700 m,,1973380,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/738/506/V0239614F.jpg,V0239614F,Magda Chanco with Michelle McMahon and Larry Hufford,M. Chanco,M. McMahon | L. Hufford,s.n.,14 April 2003,2003-04-14,,Abutilon sp.,Abutilon sp.,,,,Peru,Cajamarca,,,Chilete-San Pablo road about 15 km from Chilete,Chilete-San Pablo road about 15 kilometers from Chilete,,3614 feet,S7° 10.554' W78° 49.665',2253555,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1611/031/V0414961F.jpg,V0414961F,"Marcos Rios, Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",M. Ríos,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,,,,Peru,Loreto,Requena,,"Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco. 05°48'33.5""S 73°51'53.8""W. Alt. 90-110 msnm","Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco",Bosque de planicie inundable de aguas blancas,90-110 msnm,"05°48'33.5""S 73°51'53.8""W",2318558,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1611/032/V0414962F.jpg,V0414962F,"Marcos Ríos, Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",M. Ríos,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,,,,Peru,Loreto,Requena,,"Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco. 05°48'33.5""S 73°51'53.8""W","Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco","Bosque de Planicie Inundable de aguas blancas. Árbol 7 m, flores amarillas y los botones son de color beish (beige)",90-110 msnm,"05°48'33.5""S 73°51'53.8""W",2318557,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/655/V0462893F.jpg,V0462893F,Ynes Mexia,Y. Mexia,,8265,"Oct. 9, 1936",1936-10-09,,Piper callosum Ruiz & Pavon,Piper callosum Ruiz & Pavon,W. Trelease,,,Peru,Huanuco,Huanuco,,Near confluence Rio Cayumba with Huallaga,Near confluence Rio Cayumba with Huallaga,forested slope above road,805 m,,1066996,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/657/V0462895F.jpg,V0462895F,Ynes Mexia,Y. Mexia,,6157,"Nov. 24, 1931",1931-11-24,,Piper callosum Ruiz & Pav.,Piper callosum Ruiz & Pav.,W. Trelease,,,Peru,Loreto,,,"Above Pongo de Manseriche, Right bank of mouth of Rio Santiago; dense forest","Above Pongo de Manseriche, Right bank of mouth of Rio Santiago; dense forest",Dense forest,200 m,,872277,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/506/V0441679F.jpg,V0441679F,Coll. Donald R. Simpson & José Schunke V.,D. R. Simpson,J. Schunke V.,565,"January 4, 1968",1968-01-04,,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,D. Simpson,Jan. 1969,,Peru,Tumbes,Tumbes,,"Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital. Along the road about 10 km. northwest of El Caucho","Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital. Along the road about 10 kilometers northwest of El Caucho","Vine clambering over shrubs; corolla pale lavender, open in the morning sun, closed on this cloudy afternoon when collected. Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub",,,1897948.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/504/V0441677F.jpg,V0441677F,T. Plowman & P. M. Rury,T. Plowman,P. M. Rury,11105,6 December 1981,1981-12-06,,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,A McDonald,1983,,Peru,Huánuco,Huánuco,,8 km. northeast of Huánuco on road to Tingo María,8 kilometers northeast of Huánuco on road to Tingo María,Scandent shrub on roadside near houses. Stem with milky sap. Fls. pink.,1750 m,"Approx. 9°52'S., 76°11'W",1896900,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1684/390/V0401892F.jpg,V0401892F,Robin B. Foster,R. B. Foster,,4240,"Aug. 19, 1978",1978-08-19,,Aechmea,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,E. J. Gouda,2018-02-05,,Peru,Loreto,Maynas,,Rio Nanay Caseria Mishana 30km SW of Iquitos,Prov. Maynas: Rio Nanay Caseria Mishana 30km/SW of Iquitos Callicebus Biological Res. 4km S. of Mishana,Terrestrial in white sand scrub; bracts bright red-pink; flowers white Forested hills on white or brown sand soils,,,1852637,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1766/135/V0460617F.jpg,V0460617F,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, W. Argandoña",J. Farfán,L Valenzuela | I Huamantupa | A Carazas | W Argandoña,1262,23 Octubre 2006,2006-10-23,,Anthurium clavigerum Poepp.,Anthurium clavigerum Poepp.,T. B. Croat,2008,,Peru,Cusco,La Convención,,"Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario","Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario","Bosque Secundario. Epífita, hasta 70 cm, espádice rojo, espata verde",1009 m,"12°47'15""S 073°10'10""W",2315782,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1826/292/V0469643F.jpg,V0469643F,Thomas B. Croat,T. B. Croat,,18210,"July 18, 1972",1972-07-18,,Agave americana L.,Agave americana L.,,,,Peru,Loreto,,,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha,Sandy area,,,,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/227/821/V0075820F.jpg,V0075820F,coll. T. R. Dudley,T. R. Dudley,,10783,4 July 1968,1968-07-04,,Thelypteris dudleyi A. R. Smith,Thelypteris dudleyi A. R. Smith,A R Smith,1989,,Peru,Cuzco,La Convencion,,between camp 4&5; almost to Camp 5,"Cordillera Vilcabamba, between camp 4&5; almost to Camp 5","Common, terrestrial type with bright green foliage & purplish-black & glossy petioles; saxatile on almost vertical rock faces. In full sun on old open landslide, just above the cloud forest, one of the commonest colonizers of landslide",c. 2825 m,12° 37'; 73° 32',1799861.0,Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/227/835/V0075836F.jpg,V0075836F,S Knapp,S. Knapp,,5881,4 July 1982,1982-07-04,,TRICHIPTERIS PINNATA Stolze,Trichipteris pinnata Stolze,Robert G. Stolze,1984,,Panama,Colón,,,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway","Santa Rita Ridge road, 21-26 kilometers from Transisthmian Highway",Tropical wet forest,500-550 m,"9°25'N, 79°37'W",1932768,Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/1121/693/C0616676F.jpg,C0616676F,J. Dorantes,J. Dorantes,,455,01/01/1972,1972-01-01,,Woodwardia spinulosa Mart. & Gal.,Woodwardia spinulosa Mart. & Gal.,I. Mónica Palacios-Rios,"September, 2000",,Mexico,Veracruz,Jalapa,PASS,Alto del Gato,Alto del Gato,BOSQUE CADUCIFOLIO SUELO ROJO ARCILLOSO MUY ABUNDANTE HELECHO PERENNE VEG. RIPARIA,,MAPA 38.5 29.0,1730602.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1086/214/C0644079F.jpg,C0644079F,"A. Monteagudo, C. Mateo, G. Ortiz",A. Monteagudo,C. Mateo | G. Ortiz,4909,10 Abril 2003,2003-04-10,,Blechnum occidentalis L.,Blechnum occidentalis L.,H. van der Werff,2005,,Peru,Pasco,Oxapampa,,"Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación. Bosque ribereño. 10°15'S 75°13'W 1100-1250m","Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación. Bosque ribereño.","Helecho terrestre adpreso a la roca, soros marrones",1100-1250m,10°15'S 75°13'W,2287355,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1098/449/C0658238F.jpg,C0658238F,Ynes Mexia,Y. Mexia,,8066,"May 14,1936",1936-05-14,,Adiantum pulverulentum L.,Adiantum pulverulentum L.,Copeland,,,Peru,Cuzco,La Convencion,,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,"Common; scattered. ""Raqui-raqui.""",about 1800 m,,1005396,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1079/847/C0637474F.jpg,C0637474F,J.I. Calzada,J. I. Calzada,,5759,11-enero-1980,1980-01-11,,Diplazium franconis Liebm.,Diplazium franconis Liebm.,R G Stolze,1983,"Liquidambar styraciflua, Quercus sp., Alnus sp.",Mexico,Veracruz,Xico,Xico,Ranchería de Coatititlán,Ranchería de Coatititlán,"Bosque Caducifolio, Muy húmedo, Café arcilloso, Escasa, Hierba, 1 mts., soros cafés",1820 m.s.n.m.,"19° 23' N, 97° 04' W",1894963,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1079/274/C0636906F.jpg,C0636906F,Antonio Molina R.,A Molina R,,1427,"Nov. 4, 1948",1948-11-04,,Thelypteris piloso-hispida (Hook) Morton,Thelypteris rudis (Kunze)Proctor,A R Smith,1974,,Honduras,Morazán,,,"Helecho arboreo. Bosque lluvioso, norte de la Mt. Uyuca, caminos Tatumbla, Labranza y Quebrada El Granadillo, sobre la Mt. Uyuca, Drainage of the Rio Yeguare, at about Longitude 87° W. and Latitude 14° N., Department of Morazán","Helecho arboreo. Bosque lluvioso, norte de la Mt. Uyuca, caminos Tatumbla, Labranza y Quebrada El Granadillo, sobre la Mt. Uyuca, Drainage of the Rio Yeguare, at about Longitude 87° W. and Latitude 14° N., Department of Morazán",Bosque lluvioso,1800 m,Longitude 87° W. and Latitude 14° N.,1394536,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/569/C0665739F.jpg,C0665739F,"B. León, K. Young & N. Huapaya",B León,K Young | N Huapaya,2911,10 setiembre 1991,1991-09-10,,Thelypteris euchlora (Sod.) Reed,Thelypteris euchlora (Sod.) Reed,Robert G Stolze,1992,,Peru,Cuzco,Paucartambo,,"Bosque de Nubes, Río La Unión. En ladera","Bosque de Nubes, Río La Unión. En ladera","Hierba, rizoma masivo rastrero, hojas 1.5 m largo, pinnas reducidas base nectarios presentes",1700-1800 m,,2112158,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1137/337/C0626158F.jpg,C0626158F,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Dorothy N. Gibson, and Chester Laskowski ",L. O. Williams,A. Molina R. | T. P. Williams | D. N. Gibson | C. Laskowski,27621,"January 15, 1965",1965-01-15,,Polypodium blepharodes Maxon,Grammitis blepharodes (Maxon) Seymour,R Stolze,1979,,Nicaragua,Matagalpa,,,"Montane rain forest, or cloud forest, Disparate de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, alt. 1600 m","Montane rain forest, or cloud forest, Disparate de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa",Epiphyte on mossy tree,1600 m,,1626179,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/487/C0665657F.jpg,C0665657F,Ken Young & Mark Eisenberg 265,K. Young,M. Eisenberg,265,20 April 1981,1981-04-20,,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,A. R. Smith,1989,,Peru,Cuzco,La Convencion,PASS,"Just east of Quillabamba. Finca Chichima; cocoa, coffee, yuca, mangoes, bananas, corn crops grown","Just east of Quillabamba. Finca Chichima; cocoa, coffee, yuca, mangoes, bananas, corn crops grown",Fern. Terrestrial; 1 m tall,1300-1400 m,,2038794,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/330/762/C0045536F.jpg,C0045536F,Thomas G. Lammers,T. G. Lammers,,10674,9 May 1998,1998-05-09,,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana (Vill.) H.P. Fuchs,,,,United States of America,Illinois,Cook Co.,,"Swallow Cliffs Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83","Swallow Cliffs Woods Forest Preserve, southwest of the junction of US Highway 45 and State Highway 83",Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,,,2228497,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1139/892/C0627900F.jpg,C0627900F,"Louis O. Williams, Antonio Molina R., Albertina R. Molina",L O Williams,A Molina R. | A R Molina,12562,"Mayo 22, 1963",1963-05-22,,Polypodium montigenum Maxon,Polypodium montigenum Maxon,A Molina R,,,El Salvador,Santa Ana,,,"Bosque abierto de Montaña Montecristo, Department Santa Ana","Bosque abierto de Montaña Montecristo, Department Santa Ana",Epífita. Bosque abierto,2000 m,,1661895,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/217/945/V0082645F.jpg,V0082645F,M. O. Dillon,M. O. Dillon,,5376,21 Dec 1987,1987-12-21,,Notholaena mollis Kunze,Notholaena mollis Kunze,,,,Chile,Antofagasta,Antofagasta,,"Cerro Perales, ca. 5 km E of Taltal, (25° 25' S, 70° 25' W)","Cerro Perales, ca. 5 kilometers E of Taltal","Terrestrial, growing in rock crevices",600-850 m,"25° 25' S, 70° 25' W",2010984.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/191/C0666362F.jpg,C0666362F,Rolla M. & Alice F. Tryon,R. M. Tryon,A. F. Tryon,6566,23 October 1965,1965-10-23,,Thelypteris Lindigii (C.Chr.) Alston,"Thelypteris rufa (Poir.) A.R.Smith, ined.",A R Smith,"1979, 1989",,Peru,Ancash,,,"Road from Huaras to Cusma, west valley","Road from Huaras to Cusma, west valley",damp shaded rocks,2800 m,,1833066,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/037/C0666207F.jpg,C0666207F,"E. P. Killip, A. C. Smith",E. P. Killip,A. C. Smith,29741,"September 20-22, 1929",1929-09-20,1929-09-22,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata (Poiret) C. Morton,A R Smith,1989,,Peru,Loreto,,,"Soledad, on Rio Itaya; alt. about 110 meters; dense forest","Soledad, on Rio Itaya; dense forest",Dense forest,about 110 meters,,1520668,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/036/C0666206F.jpg,C0666206F,"E. P. Killip, A. C. Smith",E P Killip,A. C. Smith,29437,"September 18, 1929",1929-09-18,,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata (Poiret) C. Morton,A R Smith,1989,,Peru,Loreto,,,"Dept. Loreto: San Antonio, on Rio Itaya, alt. about 110 meters, dense forest","San Antonio, on Rio Itaya, dense forest",Dense forest,about 110 meters,,PASS,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/033/C0666203F.jpg,C0666203F,Macbride & Featherstone,J F Macbride,Featherstone,1622,"July 8-22, 1922",1922-07-08,1922-07-22,Dryopteris Pavoniana (Kl.) C.Chr.,Thelypteris pavoniana (Kl.) Tryon,A R Smith,1979,,Peru,,,,Sunny dirt ledgs of the grass-shrub formation,Sunny dirt ledgs of the grass-shrub formation,Sunny dirt ledgs of the grass-shrub formation,ABOUT 9000 FT,,518129,Mix of Handwritten and Typed,no type status
