Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0066_V0290180F,Jose Schunke,J. Schunke,N/A,9560,30 Mayo 1977,1977-05-30,N/A,Hamelia patens Jacq.,Hamelia patens,J. Dwyer,1980,N/A,Peru,San Martin,Lamas,N/A,Distrito: Alonso de Alvarado San Juan de Pacayzapa km 72 carretera Tarapoto-Moyobamba,km 72 carretera Tarapoto-Moyobamba,Arbusto de 1.5-2 m flores strong reddish orange sepalos dark red frutos dark red de 1 cm de largo por 7 mm de diametro carnoso En bosque secundario con abundante luz solar,1000-1050 m,N/A,1872133,Typed,no type status
0067_V0201636F,"G. Moore, L. Luna, J. Ruiz",G. Moore,L. Luna | J. Ruiz,138,18-8-81,1981-08-18,N/A,Ficus maxima P. Miller,Ficus maxima,W. C. Burger,1982,N/A,Peru,Loreto,N/A,N/A,"Quistococha, 14km north of Iquitos","Quistococha, 14 kilometers north of Iquitos","Tree of 20m. Important medicinal plant. The ""milk"" from the bark is drunk.",600m,UTM grid,N/A,Typed,no type status
0068_V0251887F,E. P. Killip | A. C. Smith,E. P. Killip,A. C. Smith,26721,"July 20, 21, 1929",1929-07-20,1929-07-21,Psychotria racemosa (Aubl.) Willd.,Psychotria racemosa,N/A,N/A,N/A,Peru,Junín,Chanchamayo,N/A,Cahuapanas on Río Pichis,Cahuapanas on Río Pichis,dense forest,alt. about 340 meters,N/A,607534,Mix of Handwritten and Typed,no type status
0069_V0243915F,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,22 Jul 1991,1991-07-22,N/A,Wissadula grandifolia Baker & Rusby,Wissadula grandifolia,P. Fryxell,1993,N/A,Peru,Piura,Huancabamba,N/A,ca. 2 km N of Canchaque,2 kilometers north of Canchaque,Shrubs to 1 meter flowers yellow,ca. 1450 m alt.,[5°24'S 79°36'W],2119563,Mix of Handwritten and Typed,no type status
0070_V0187051F,Coll. J. Francis Macbride,J. F. Macbride,N/A,4806,"June 23, 1923",1923-06-23,N/A,Croton Balsamensis,Croton,N/A,N/A,N/A,Peru,N/A,N/A,N/A,Cueva Grande Estacion near Pozuzo,Cueva Grande Estacion near Pozuzo,Sunny brushy slope Open brushy 4-5 feet Shrub,About 3500 feet,N/A,535840,Mix of Handwritten and Typed,No type status
0071_V0258426F,A. Sagastegui,A. Sagastegui,N/A,s.n.,19 Junio 1962,1962-06-19,N/A,Geranium chilloense Kunth,Geranium chilloense,C. Aedo,2007,N/A,Peru,Cajamarca,Contumaza,N/A,"Tingo, Trinidad","Tingo, Trinidad",Ladera abierta,3925 m s.n.m.,N/A,3820,Mix of Handwritten and Typed,No type status
0072_V0193750F,J. Mostacero L. F. Leiva G. F. Meija C. J. Pelaez P. J. Guevara B.,J. Mostacero,F. Leiva | G. F. Meija | C. J. Pelaez | J. Guevara,1640,14-XI-1986,1986-11-14,N/A,Dalechampia aristolochiifolia Kuntz,Dalechampia aristolochiifolia,M. J. Huft,1992,N/A,Peru,Cajamarca,Cutervo,N/A,La Pucarilla (Socota-San Andre),La Pucarilla,Ladera al borde de carretera,2450 m.s.m.,N/A,N/A,Mix of Handwritten and Typed,no type status
0073_V0228073F,Leg. Spichiger R. & P. A. Loizeau,R. Spichiger,P. A. Loizeau,3012,10-4-86,1986-04-10,N/A,Pourouma guianensis ssp guianensis,Pourouma guianensis,unsure and check,N/A,N/A,Peru,Loreto,N/A,N/A,Bosque de terraza alta suelo arenoso,[precise locality unknown],Bosque de terraza alta suelo arenoso,Alt. 125 m,73°45'W-4°55'S,N° 2027552,Mix of Handwritten and Typed,no type status
0074_V0100062F,"G. KLUG, Collector",G. Klug,N/A,660,"December, 1929",1929-12-00,N/A,Batesia floribunda Benth.,Batesia floribunda,H. Hearne,N/A,N/A,Peru,Loreto,N/A,N/A,"Mishuyacu, near Iquitos","Mishuyacu, near Iquitos",forest,alt. 100 meters,N/A,N/A,Typed,no type status
0075_V0198402F,coll. T. R. Dudley,T. R. Dudley,N/A,12063,24 Aug. 1968,1968-08-24,N/A,Dendrophthora mesembryanthoides Urb.,Dendrophthora mesembryanthoides,Sara Jane Lamlein,1973,N/A,Peru,Ayacucho,La Mar,N/A,eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel Ayna and the Hacienda Luisiana c. 73°53'W 12°45'S,Eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel Ayna and the Hacienda Luisiana,Parasitic foliage yellowish-green calyx bright orange fr. translucent pink waxy in dense an isolated 40-50 ft high elfin hepatic forest at timberline,c. 2500 meters,c. 73°53'W 12°45'S,1721727,Mix of Handwritten and Typed,no type status
0076_V0225274F,G. Klug,G. Klug,N/A,1595,April 11 1931,1931-04-11,N/A,Ficus Llewelyni Standl.,Ficus trigona,M. Vásquez Avila,Utrecht 1983,N/A,Peru,Loreto,N/A,N/A,Mishuyacu near Iquitos,Mishuyacu near Iquitos,Forest,100 meters,N/A,873381,Mix of Handwritten and Typed,No type status
0077_V0224820F,Mildred E. Mathias and Dermot Taylor,M. E. Mathias,D. Taylor,5576,18 July 19 61,1961-07-18,N/A,Heteropterys,Heteropterys,William R. Anderson,1983,N/A,Peru,Loreto,N/A,N/A,vicinity of Requena,vicinity of Requena,Liana 2-3 inches in diameter,N/A,N/A,1733057,Typed,no type status
0078_V0304780F,José Schunke Vigo,J. Schunke,N/A,6677,17 Dec. 1964,1964-12-17,N/A,Paullinia imberbis Radlk.,Paullinia imberbis,D. R. Simpson,Oct. 1970,N/A,Peru,Loreto,Maynas,N/A,Quebrada de Maquia (Contamana),Quebrada de Maquia (Contamana),Tall forest,220 m alt.,N/A,1717601,Typed,no type status
0079_V0238260F,Llewelyn Williams,L. Williams,N/A,3363,"Sept.-Oct., 1929",1929-09-00,1929-10-00,Psychotria viridis R & P,Psychotria viridis,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Alto Rio Itaya,Alto Rio Itaya,Small tree forest,Alt. 145 m,N/A,020,Handwritten,no type status
0080_V0225047F,"Coll. T. Plowman, A. Sagastegui A., J. Mostacero L., F. R. Mejía & F. Peláez",T. Plowman,A. Sagastegui A. | J. Mostacero L. | F. R. Mejía | F. Peláez,14242,12 July 1986,1986-07-12,N/A,Abutilon mollissimum (Cav.) Sweet,Abutilon mollissimum,P. Fryxell,1987,N/A,Peru,Cajamarca,Jaén,N/A,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba","Road from Pucará to Chamaya, 21 kilometers east of Pucará, along Río Huancabamba",Dry scrub forest on steep slopes,Alt. 700 m,N/A,N° 1973380,Typed,no type status
0081_V0239614F,Magda Chanco with Michelle McMahon and Larry Hufford,M. Chanco,M. McMahon | L. Hufford,s.n.,14 April 2003,2003-04-14,N/A,Abutilon sp.,Abutilon,N/A,N/A,N/A,Peru,Cajamarca,N/A,N/A,Chilete-San Pablo road about 15 km from Chilete,Chilete-San Pablo road about 15 kilometers from Chilete,N/A,3614 feet elevation,S7° 10.554' W78° 49.665',2253555,Typed,no type status
0082_V0414961F,Marcos Ríos,M. Ríos,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa,N/A,N/A,N/A,Peru,Loreto,Requena,N/A,Prov Requena Dtto de Soplin Quebrada Yanayacu-Rio Blanco Campamento Wiswincho del inventario rápido #27 de la región Tapiche-Blanco,Quebrada Yanayacu-Rio Blanco Campamento Wiswincho,Bosque de Planicie Inundable de aguas blancas,Alt 90-110 msnm,"05°48'33.5""S 73°51'53.8""W",2315358,Typed,no type status
0083_V0414962F,"Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",T. Mori,N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa,N/A,N/A,N/A,Peru,Loreto,Requena,N/A,"Prov. Requena, Dtto. de Soplín. Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco","Quebrada Yanayacu-Río Blanco, Campamento Wiswincho, región Tapiche-Blanco",Bosque de Planicie Inundable de aguas blancas,Alt. 90-110 msnm,"05°48'33.5""S 73°51'53.8""W",2315557,Typed,No type status
0084_V0462893F,Ynes Mexia,Y. Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,N/A,Piper callosum Ruiz & Pavon,Piper callosum,W. Trelease,N/A,N/A,Peru,Huanuco,Tingo Maria,N/A,Near confluence Rio Cayumba with Huallaga; forested slope above road,Near confluence Rio Cayumba with Huallaga; forested slope above road,Forested slope above road,Alt. 805 m,N/A,1066956,Typed,N/A
0085_V0462895F,Ynes Mexia No. 6157,Y. Mexia,N/A,6157,"Nov. 24, 1931",1931-11-24,N/A,Piper callosum Ruiz & Pav.,Piper callosum,Trellease,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Right bank of mouth of Rio Santiago,Above Pongo de Manseriche Right bank of mouth of Rio Santiago,Dense forest,Alt. 200 m,N/A,872277,Typed,No type status
0086_V0441679F,Col. Donald R. Simpson & José Schunke V.,D. R. Simpson,J. Schunke V.,565,"January 4, 1968",1968-01-04,N/A,Ipomoea carnea Jacq.,Ipomoea carnea,D. Simpson,Jan. 1969,N/A,Peru,Tumbes,Tumbes,Pampas de Hospital,Along the road about 10 km. northwest of El Caucho,Along the road about 10 kilometers northwest of El Caucho,Common from the dry deciduous forest zone downward into the very dry thorn-scrub,N/A,N/A,1897948,Typed,no type status
0087_V0441677F,Coll. T. Plowman & P. M. Bury,T. Plowman,P. M. Bury,11105,6 December 1981,1981-12-06,N/A,Ipomoea carnea Jacq.,Ipomoea carnea,A. McDonald,1983,N/A,Peru,Huanuco,N/A,N/A,8 km northeast of Huanuco on road to Tingo Maria,8 kilometers northeast of Huanuco on road to Tingo Maria,Scandent shrub on roadside near houses,Alt. 1750 m,"Approx. 9°52'S, 76°11'W",1896900,Typed,no type status
0088_V0401892F,Robin B. Foster 4240,R. B. Foster,N/A,4240,"Aug. 19, 1978",1978-08-19,N/A,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,Aechmea corymbosa,E. J. Gouda,2018-02-05,N/A,Peru,Loreto,Maynas,Mishana,Caseria Mishana 30km SW of Iquitos,Caseria Mishana 30 kilometers southwest of Iquitos,Terrestrial in white sand scrub; bracts bright red-pink; flowers white; Callicebus Biological Res. 4km S. of Mishana. Forested hills on white or brown sand soils,N/A,N/A,1826837,Typed,no type status
0089_V0460617F,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, W. Argandoña",J. Farfán,L. Valenzuela | I. Huamantupa | A. Carazas | W. Argandoña,1262,23 Octubre 2006,2006-10-23,N/A,Anthurium clavigerum Poepp.,Anthurium clavigerum,T. B. Croat,2008,N/A,Peru,Cusco,La Convención,N/A,"Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario",Chuanquiri camino a Riobamba,"Bosque Secundario. Epífita, hasta 70 cm, espádice rojo, espata verde",1009 m,"12°47'15""S 073°10'10""W",2315782,Typed,no type status
0090_V0469643F,Thomas B. Croat,T. B. Croat,N/A,18210,"July 18, 1972",1972-07-18,N/A,Agave americana L.,Agave americana,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha,Sandy area 12.5 kilometers southwest of Iquitos on road to Lago Quisto-cocha,Sandy area,N/A,N/A,1759629,Typed,No type status
0091_V0075820F,T. R. Dudley,T. R. Dudley,N/A,1078,4 July 1968,1968-07-04,N/A,Thelypteris dudleyi A. R. Smith,Thelypteris dudleyi,A. R. Smith,1989,N/A,Peru,Cuzco,La Convencion,N/A,Prov. La Convencion Dept. Cuzco,[precise locality unknown],Common terrestrial type with bright green foliage a purplish-black glossy petioles; most abundant in shaded rock faces; in full sun on old open landslides just above the riverbed between 445 and 895 meters elevation; also one of the commonest colonizers of landslides,445 and 895 meters,12° 37' S 73° 32' W,"650658, 65658",Typed,Isotype
0092_V0075836F,S. Knapp,S. Knapp,N/A,3981,4 July 1982,1982-07-04,N/A,Trichopteris pinnata Stolze,Trichopteris pinnata,Stolze,1984,N/A,Panama,Colón,N/A,N/A,Santa Rita Ridge road 21-26 km from Transisthmian Highway,Santa Rita Ridge road 21 to 26 kilometers from Transisthmian Highway,Tropical wet forest,500-550 m,9°25'N 79°37'W,58822,Typed,holotype
0093_C0616676F,COL. J. DORANTES,J. Dorantes,N/A,455,01/01/1972,1972-01-01,N/A,Woodwardia spinulosa Mart. & Gal.,Woodwardia spinulosa,M. Palacios-Rios,"September, 2000",N/A,Mexico,Veracruz,N/A,Xalapa,Alto del Gato,Alto del Gato,Bosque caducifolio Veg. primaria Suelo rojo arcilloso Muy abundante helecho perenne Veg. riparia,TAM: 1.30 M,Mapa 38.5 29.0,P005051,Typed,N/A
0094_C0644079F,"A. Monteagudo, C. Mateo, G. Ortiz 4909",A. Monteagudo,C. Mateo | G. Ortiz,4909,10 Abril 2003,2003-04-10,N/A,Blechnum occidentale L.,Blechnum occidentale,H. van der Werff,2005,N/A,Peru,Pasco,Oxapampa,N/A,Distrito Pozuzo Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azucar Zona de Recuperacion,Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azucar Zona de Recuperacion,Bosque ribereno Helcho terrestre adpreso a la roca soros marrones,1100-1250m,10 15 S 75 13 W,2297355,Typed,no type status
0095_C0658238F,Ynes Mexia,Y. Mexia,N/A,8066,"May 14, 1936",1936-05-14,N/A,Adiantum pulverulentum L.,Adiantum pulverulentum,E. B. Copeland,N/A,N/A,Peru,Cusco,La Convencion,N/A,upper valley of Rio Sambray western affluent of Vilcanota along stream in virgin forest,Upper valley of Rio Sambray western affluent of Vilcanota along stream in virgin forest,Common scattered,Alt. about 1800 m,N/A,1045396,Typed,no type status
0096_C0637474F,J. I. Calzada,J. I. Calzada,N/A,5759,11-enero-1980,1980-01-11,N/A,Diplazium franconis Liebm.,Diplazium franconis,R. G. Stolze,1983,Liquidambar styraciflua | Quercus sp. | Alnus sp.,Mexico,Veracruz,Xico,N/A,Ranchería de Coatititlán,Ranchería de Coatititlán,Bosque Caducifolio Muy húmedo,1820 m.s.n.m.,19° 29' N 97° 04' W,1894963,Typed,no type status
0097_C0636906F,Antonio Molina R,A. Molina,N/A,1427,"Nov. 4, 1948",1948-11-04,N/A,Thelypteris piloso-hispida (Hook) Morton,Thelypteris pilosa-hispida,C. V. Morton,1974,N/A,Honduras,Morazán,N/A,N/A,Drainage of the Rio Yeguare at about Longitude 87° W and Latitude 14° N Department of Morazán,Drainage of the Rio Yeguare north of the Mt Yusca caminos Tatumbla Labranza y Quebrada El Granadillo sobre la Mt Yusca,Helecho arboreo Bosque lluvioso,Alt 1800 m,Longitude 87° W and Latitude 14° N,1394536,Typed,N/A
0098_C0665739F,B. León | K. Young | M. Huaspaya,B. León,K. Young | M. Huaspaya,2911,10 setiembre 1991,1991-09-10,N/A,THELYPTERIDACEAE,Thelypteris euchlora,Robert G. Stolze,1992,N/A,Peru,Cuzco,Paucartambo,N/A,"Bosque de Nubes, Río La Unión. En ladera.",Río La Unión,"Hierba, rizoma masivo rastrero, hojas 1.5 m largo, pinnas reducidas base nectarios presentes",1700-1800 m,N/A,2112158,Typed,No type status
0099_C0626158F,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Dorothy N. Gibson, and Chester Lasovitsky",L. O. Williams,A. Molina R. | T. P. Williams | D. N. Gibson | C. Lasovitsky,27621,"January 15, 1965",1965-01-15,N/A,Grammitis blepharodes (Maxon) Seymour,Grammitis blepharodes,R. G. Stolze,1979,N/A,Nicaragua,Matagalpa,N/A,N/A,"Montane rain forest, or cloud forest, Disparate de Potter, Sta. Maria de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa","Disparate de Potter, Santa Maria de Ostuma, Cordillera Central de Nicaragua",Epiphyte on mossy tree,alt. 1600 m,N/A,1626179,Typed,no type status
0100_C0665657F,Ken Young & Mark Eisenberg 265,K. Young,M. Eisenberg,265,20 April 1981,1981-04-20,N/A,Thelypteris (subg. Amauropelta) glandulosa (Kunze) Proctor,Thelypteris glandulosa,A. R. Smith,1989,N/A,Peru,Cuzco,La Convencion,N/A,Just east of Quillabamba Finca Chichina,Just east of Quillabamba Finca Chichina,Cocoa coffee yuca mangoes bananas corn crops grown,Alt. 1300-1400 m,N/A,2038794,Typed,N/A
0101_C0045536F,Thomas G. Lammers,T. G. Lammers,N/A,10674,9 May 1998,1998-05-09,N/A,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana,N/A,N/A,N/A,United States,Illinois,Cook,Palos,Swallow Cliffs Woods Forest Preserve southwest of the jct. of US Hwy 45 and State Hwy 83,Swallow Cliffs Woods Forest Preserve southwest of the junction of US Highway 45 and State Highway 83,Local mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,N/A,2228497,Typed,no type status
0102_C0627900F,Antonio Molina R.,A. Molina,N/A,12562,"Mayo 22, 1963",1963-05-22,N/A,Polypodium montigenum Maxon,Polypodium montigenum,A. Molina,N/A,N/A,El Salvador,Santa Ana,N/A,N/A,Bosque abierto de Montaña Montecristo,Montecristo,Epífita Bosque abierto de Montaña,Alt. 2000 m.,N/A,1661895,Typed,no type status
0103_V0082645F,M. O. Dillon,M. O. Dillon,N/A,5376,21 Dec 1987,1987-12-21,N/A,Notholaena mollis Kunze,Notholaena mollis,unsure and check,N/A,N/A,Chile,Antofagasta,Antofagasta,N/A,Cerro Perales ca. 5 km E of Taltal,Cerro Perales approximately 5 kilometers east of Taltal,Terrestrial growing in rock crevices,600-850 m,25° 25' S 70° 25' W,2010984,Typed,no type status
0104_C0666362F,Rolla M. & Alice F. Tryon,R. M. Tryon,A. F. Tryon,6566,23 October 1965,1965-10-23,N/A,Thelypteris lindigii (C.Chr.) Alston,Thelypteris lindigii,A. R. Smith,"1979, 1989",N/A,Peru,Ancash,N/A,N/A,"Road from Huaras to Cusma, west valley","Road from Huaras to Cusma, west valley",damp shaded rocks,2800 m,N/A,1833066,Typed,no type status
0105_C0666207F,E. P. Killip A. C. Smith,E. P. Killip,A. C. Smith,29721,"September 20-22, 1929",1929-09-20,1929-09-22,Dryopteris megalodus (Schk.) Urban,Dryopteris megalodus,A. R. Smith,1989,N/A,Peru,Loreto,N/A,N/A,"Soledad, on Rio Itaya; alt. about 110 meters; dense forest","Soledad, on Rio Itaya",Dense forest,alt. about 110 meters,N/A,1502068,Typed,no type status
0106_C0666206F,E. P. Killip | A. C. Smith,E. P. Killip,A. C. Smith,29437,"September 18, 1929",1929-09-18,N/A,Thelypteris pennata (Poiret) C. Morton,Thelypteris pennata,A. R. Smith,1989,N/A,Peru,Loreto,N/A,N/A,"San Antonio, on Rio Itaya","San Antonio, on Rio Itaya",dense forest,about 110 meters,N/A,1520067,Typed,no type status
0107_C0666203F,Macbride & Featherstone,J. F. Macbride,Featherstone,1622,"July 8-22, 1922",1922-07-08,1922-07-22,Dryopteris pavoniana (Kl.) C.Chr.,Dryopteris pavoniana,A. R. Smith,1979,N/A,Peru,N/A,N/A,Mito,Sunny dirt ledges of the grass shrub formation,Sunny dirt ledges,Grass shrub formation,About 9000 ft.,N/A,518129,Mix of Handwritten and Typed,no type status
0108_C0666202F,J. J. Wurdack No. 705,J. J. Wurdack,N/A,705,1 June 1962,1962-06-01,N/A,Thelypteris (Thelypteris) pavoniana (Klotzsch),Thelypteris pavoniana,D. B. Lellinger,1966,N/A,Peru,Amazonas,Chachapoyas,N/A,Upper slopes of Puma-urcu east-southeast of Chachapoyas,Upper slopes of Puma-urcu east-southeast of Chachapoyas,On banks locally frequent,2700-3000 m,N/A,1647265,Typed,N/A
0109_C0666112F,Rolla M. Tryon & Alice F. Tryon,R. M. Tryon,A. F. Tryon,5202,"Aug. 13, 1956",1956-08-13,N/A,Thelypteris opulenta (Kaulf.) Fosberg,Thelypteris opulenta,A. R. Smith,1979,N/A,Peru,Loreto,Maynas,N/A,"Rio Itaya, 10 km. s. of Iquitos","Rio Itaya, 10 kilometers south of Iquitos",In old banana planting,N/A,N/A,1587072,Typed,no type status
0110_C0639123F,"Louis O. Williams, Antonio Molina R. and Terua P. Williams",L. O. Williams,A. Molina R. | T. P. Williams,23634,"January 8-15, 1963",1963-01-08,1963-01-15,Lycopodium clavatum L.,Lycopodium clavatum,C. V. Morton | D. B. Lellinger,1964,N/A,Nicaragua,Matagalpa,N/A,N/A,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa","Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega",Terrestrial on open bank,alt. 1300-1500 meters,N/A,1604388,Typed,No type status
0111_C0675553F,"COLLECTED BY John T. Atwood, Jr",J. T. Atwood,N/A,77105,8 Feb. 1977,1977-02-08,N/A,Adiantum trapeziforme L.,Adiantum trapeziforme,A. R. Smiley,2012,N/A,Nicaragua,Granada,N/A,N/A,Volcan Mombacho. Lower cloud forest near finca Cuirre,Volcan Mombacho near finca Cuirre,Lower cloud forest,N/A,N/A,1868242,Typed,no type status
0112_C0675619F,H. et al.,H. Hinton,unsure and check,7644,4-21-35,1935-04-21,N/A,Adiantum trapeziforme L.,Adiantum trapeziforme,M. Palacios-Rios,Agosto/1986,N/A,Mexico,Mexico,unsure and check,unsure and check,District Temascaltepec,Pantoja,dry barranca,N/A,N/A,954869,Typed,no type status
0113_C0355438F,R. A. Maas Geesteranus,R. A. Maas Geesteranus,N/A,5744,12-VIII-1949,1949-08-12,N/A,Asplenium dregeanum Kze,Asplenium dregeanum,R. Faden,1976,Conopharyngia holstii,Kenya,Nyanza,Kericho,N/A,South Western Mau Forest Reserve camp 8,South Western Mau Forest Reserve camp 8,riparian woodland along the river Itare among others with Conopharyngia holstii,1920 m s.m.,"0°36'30"" S long. 35°12'20"" E",1445440,Mix of Handwritten and Typed,no type status
0114_C0359489F,"M. Véliz, J. M. Véliz, J. Charco, H. Sains, J. Lopez y R. Esteban",M. Véliz,J. M. Véliz | J. Charco | H. Sains | J. Lopez | R. Esteban,MV 16199,22/XI/2005,2005-11-22,N/A,Lophosoria quadripinnata (J.F. Gmel) C. Chr. var quadripinnata,Lophosoria quadripinnata,M. Véliz,24/XI/2005,Quercus sp.,Guatemala,Jalapa,N/A,N/A,"Aldea San Raymundo, río Manzanillos","Aldea San Raymundo, río Manzanillos","Helecho muy frecuente, con frondes compuestos, glaucos en el envés, creciendo dentro de bosque de Quercus sp.",2308 msnm,"14° 33' 43.7'' N, 90° 06' 19.7'' O",N/A,Typed,no type status
0115_C0662895F,"CHAS. F. MILLSPAUGH, M. D.",C. F. Millspaugh,N/A,893,JAN. 28-FEB. 6,0000-01-28,0000-02-06,Asplenium dentatum L.,Asplenium dentatum,N/A,N/A,N/A,Jamaica,N/A,N/A,N/A,PORT ANTONIO,Port Antonio,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
0116_C0363828F,T. G. Yuncker,T. G. Yuncker,N/A,17429,"Nov. 17, 1957",1957-11-17,N/A,Lycopodium cernuum L.,Lycopodium cernuum,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,trail near Bellevue,trail near Bellevue,Scrambling over side of cut,Alt. 3000-4000 ft.,N/A,"17,429",Typed,no type status
0117_C0363985F,Carvalho,Carvalho,N/A,2092,25-VII-1986,1986-07-25,N/A,Lycopodiella cernua (L.) Pic.-Serm.,Lycopodiella cernua,J. Fernandez Casas,1991,N/A,Equatorial Guinea,Bioco,N/A,N/A,Malabo - Basilé km 13 cerca de Basilé 32NMK7808,Malabo - Basile kilometer 13 near Basile,márgenes de la carretera Postrada Forma pequeñas colonias dispersas,390 m,32NMK7808,2201362,Typed,no type status
0118_C0363442F,Henk van der Werff 11699,H. van der Werff,N/A,11699,12 June 1990,1990-06-12,N/A,Diplazium assimile (Endl.) Bedd.,Diplazium assimile,H. van der Werff,1991,N/A,Australia,Queensland,N/A,N/A,Boonjee logging area at base of Mt. Bartle Frere,Boonjee logging area at base of Mount Bartle Frere,Rainforest Terrestrial fern fronds 1 meter tall Rhizome erect in sets of two,N/A,145°43'E 17°25'S,2094887,Typed,no type status
0119_C0378283F,Coll. M. Tagawa & K. Iwatsuki,M. Tagawa,K. Iwatsuki,No. 1150,"July 25, 1956",1956-07-25,N/A,Diplazium amabile (Tag.) Tag.,Diplazium amabile,N/A,N/A,N/A,Japan,Kagoshima,N/A,N/A,western slope of Mt. Hoyoshi south of Kanoya City,western slope of Mount Hoyoshi south of Kanoya City,wet rocky slope in densely wooded ravine,N/A,N/A,1472055,Typed,no type status
0120_C0364726F,"W. Takeuchi, J. Wiakabu",W. Takeuchi,J. Wiakabu,9366,"February 5, 1994",1994-02-05,N/A,Blechnum ledermannii Brause,Blechnum ledermannii,N/A,N/A,N/A,Papua New Guinea,New Ireland,N/A,N/A,Hans Meyer Range Site 4 on the expedition report,Hans Meyer Range Site 4 on the expedition report,Pristine subcloud forest dominated by bryophytic and ferny growth,1800 m,4° 25' S 152° 59' E,OFCZ0683-A,Typed,no type status
0121_C0366013F,Coll: Tagawa & Iwatsuki 888,M. Tagawa,K. Iwatsuki,888,"May 20, 1956",1956-05-20,N/A,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,1472001,Typed,No type status
0122_C0366453F,Coll. J. Ohwi,J. Ohwi,N/A,202,April 1951,1951-04-00,N/A,Polystichum tripteron Presl,Polystichum tripteron,N/A,N/A,N/A,Japan,Honshu,N/A,N/A,Jimmuji in Sagami,Jimmuji in Sagami,N/A,N/A,N/A,NSM. No. 202,Typed,no type status
0123_C0364207F,Father Morice Vanoverbergh,M. Vanoverbergh,N/A,3591,April 13,1913-04-00,N/A,Asplenium contiguum Kaulf.,Asplenium contiguum,N/A,N/A,N/A,Philippines,Luzon,N/A,Bontoc Subprovince,Bontoc Subprovince Luzon,[precise locality unknown],N/A,N/A,N/A,396439,Typed,N/A
0124_C0376117F,R. B. & A. J. Faden,R. B. Faden,A. J. Faden,77/53,5 Jan. 1977,1977-01-05,N/A,Pyrossia lanceolata (L.) Farw.,Pyrossia lanceolata,D. B. Lellinger,1979,N/A,Sri Lanka,North Western,Kurunegala,N/A,Doluwakanda Hill,Doluwakanda Hill,Forest Locally common,Alt. 600 m,"ca. 7°37'N 80°24'30""E",2014294,Typed,no type status
0125_C0377881F,"Albert N. Steward, C. Y. Chiao, and H. C. Cheo",A. N. Steward,C. Y. Chiao | H. C. Cheo,344,"Sept. 4, 1931",1931-09-04,N/A,Dryopteris squamigera Christ,Dryopteris squamigera,unsure and check,N/A,N/A,China,Guizhou,N/A,N/A,Ta Ho Yen Fan Ching Shan,Ta Ho Yen Fan Ching Shan,Moist brushy slope,alt. 980 m,N/A,779919,Mix of Handwritten and Typed,no type status
0126_C0382365F,Julie F. Barcelona,J. F. Barcelona,N/A,190235,November 1989,1989-11-00,N/A,Selaginella cf. repanda,Selaginella repanda,J. F. Barcelona,13 Sept. 2005,N/A,Philippines,Western Visayas,Antique,Sibalom,Visayas Panay I. Antique Prov. Sibalom,Sibalom,Epiphytic on shaded and moist areas,N/A,N/A,2210265,Typed,no type status
