accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/283/156/V0092915F.jpg,V0092915F,Llewellyn Williams,L. Williams,N/A,6999,1/1/1930,1930-01-01,N/A,Norantea cuneifolia Macbr.,Marcgraviastrum mixtum,D. Giraldo-Cañas,2010,N/A,Peru,San Martin,N/A,San Roque,Forest Roque San Martin,Forest Roque,Vine forest,Alt. 1350-1500 m,N/A,65813,Mix of Handwritten and Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/283/160/V0092918F.jpg,V0092918F,Ruiz et Pavón,N/A,N/A,s.n.,1778-1788,1778-00-00,1788-00-00,Norantea obovata (R & P) G. Don,Marcgraviastrum obovatum,D. Giraldo-Cañas | H. G. Bedell,2010 | VIII 1982,N/A,Peru,N/A,N/A,N/A,Chachapoyas,Chachapoyas,N/A,N/A,N/A,843295,Mix of Handwritten and Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/283/163/V0092921F.jpg,V0092921F,Ruiz et Pavón,N/A,N/A,s.n.,1778-1788,1778-00-00,1788-00-00,Norantea obovata G. Don,Marcgraviastrum obovatum,J. Giraldo-Cañas | H. G. Bedell,2010 | VIII 1982,N/A,Peru,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,65816,Mix of Handwritten and Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/679/934/V0190732F.jpg,V0190732F,Robin B. Foster,R. B. Foster,N/A,8752,13 Sept. 1982,1982-09-13,N/A,Acidoton venezolanus (Pax & Hoffm.) Webster,Acidoton venezolanus,M. J. Huft,1983,N/A,Peru,Huánuco,N/A,N/A,Pachitea; Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro.,Pachitea; Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro.,Forested low hills and ravines,Alt. 250-300 m.,"75°00'W, 9°18'S.",1921102,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/791/904/V0277652F.jpg,V0277652F,José Schunke Vigo,J. Schunke,N/A,6505,27 May 1949,1949-05-27,N/A,Tontelea attenuata Miers,Tontelea attenuata,J. A. Lombardi,IV 1999 2000,N/A,Peru,San Martín,N/A,N/A,Quebrada Huicte (rio Huallaga) in tall forest,Quebrada Huicte,In tall forest,529 m alt,N/A,1751666,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/586/997/V0152152F.jpg,V0152152F,Manuel Rimachi Y.,M. Rimachi,N/A,4268,"February 8, 1979",1979-02-08,N/A,Nectandra krukovii (A.C. Smith) Kosterm.,Endlicheria anomala,D. A. Chanderbali,2001,N/A,Peru,Loreto,Requena,Saquena,"Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera","Quebrada de Aucayacu, above Genaro Herrera","marginal forest, ""muena,"" 8 m, fr. green",N/A,N/A,2058606,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/802/677/V0277223F.jpg,V0277223F,SALVADOR FLORES P.,S. Flores,N/A,95(P1-2),Julio/82,1982-07-00,N/A,Paracoubea sericea Tul.,Paracoubea sericea,T. Plowman,1985,N/A,Peru,Loreto,Maynas,N/A,Ampiyacu-Pevas,Ampiyacu-Pevas,Bosque secundario 35 años,100 m.s.n.m.,N/A,1968315,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/694/649/V0195906F.jpg,V0195906F,Percy Núñez & S. Walsh,P. Núñez,S. Walsh,6330,29 October 1986,1986-10-29,N/A,Euphorbia heterophylla L.,Euphorbia heterophylla,M. H. Mayfield,Oct. 1995,N/A,Peru,Cuzco,La Convención,N/A,Quillabamba Salsapampa,Quillabamba Salsapampa,N/A,Alt. 1110 m.,N/A,1982606,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/904/057/V0290180F.jpg,V0290180F,Jose Schunke,J. Schunke,N/A,9560,30 Mayo 1977,1977-05-30,N/A,Hamelia patens Jacq.,Hamelia patens,J. Dwyer,1980,N/A,Peru,San Martin,Lamas,Alonso de Alvarado,San Juan de Pacaiquama km 72 carretera Tarapoto-Moyobamba,San Juan de Pacaiquama km 72 carretera Tarapoto-Moyobamba,En bosque secundario con abundante luz solar,1000-1050 m,N/A,1872133,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/674/331/V0201636F.jpg,V0201636F,G.Moore L.Luna J.Ruiz,G. Moore,L. Luna | J. Ruiz,138,18-8-81,1981-08-18,N/A,Ficus maxima P. Miller,Ficus maxima,W. C. Burger,1982,N/A,Peru,Loreto,N/A,N/A,Quistococha 14km north of Iquitos,Quistococha 14 kilometers north of Iquitos,"Tree of 20m Important medicinal plant The ""milk"" from the bark is drunk",600m elev,N/A,1923146,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/786/584/V0251887F.jpg,V0251887F,E. P. Killip | A. C. Smith,E. P. Killip,A. C. Smith,26721,"July 20, 21, 1929",1929-07-20,1929-07-21,Psychotria racemosa (Aubl.) Willd.,Psychotria racemosa,N/A,N/A,N/A,Peru,Junín,N/A,N/A,Cahuapanas on Rio Pichis,Cahuapanas on Rio Pichis,dense forest,alt. about 340 meters,N/A,607534,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/750/898/V0243915F.jpg,V0243915F,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,22 Jul 1991,1991-07-22,N/A,Wissadula grandifolia Baker ex Rusby,Wissadula grandifolia,P. Fryxell,1993,N/A,Peru,Piura,Huancabamba,N/A,ca. 2 km N of Canchaque,2 kilometers north of Canchaque,Shrubs to 1 m; flowers yellow,ca. 1450 m alt.,[5°24'S; 79°36'W],2119563,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/678/428/V0187051F.jpg,V0187051F,COLL. J. FRANCIS MACBRIDE,J. F. Macbride,N/A,4806,"June 23, 1923",1923-06-23,N/A,Croton balsamensis,Croton balsamensis,unsure and check,N/A,N/A,Peru,N/A,N/A,N/A,Cueva Grande Estacion near Pozuzo,Cueva Grande Estacion near Pozuzo,Sunny brushy slope open brushy 4-5 ft shrub,ABOUT 3500 FEET,N/A,535840,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/776/646/V0258426F.jpg,V0258426F,A. Sagastegui A.,A. Sagastegui,N/A,3820,18 Julio 1962,1962-07-18,N/A,Geranium chilloense Kunth,Geranium chilloense,B. H. Nielsen | C. Aedo,1993 | 2007,N/A,Peru,Cajamarca,Contumaza,N/A,Tingo Trinidad,Tingo Trinidad,Ladera abierta,2820 m s.n.m.,N/A,1684365,Mix of Handwritten and Typed,No type status
https://fm-digital-assets.fieldmuseum.org/686/796/V0193750F.jpg,V0193750F,J. Mostacero L. S. Leiva G. F. Mejia C. F. Pelaez J. Guevara B.,J. Mostacero,S. Leiva | F. Mejia | F. Pelaez | J. Guevara,1640,14-X-1986,1986-10-14,N/A,Dalechampia aristolochiifolia Kunth,Dalechampia aristolochiifolia,M. J. Huft,1992,N/A,Peru,Cajamarca,Cutervo,N/A,La Pucarilla (Socota-San Andres),La Pucarilla,Ladera al borde de carretera,2450 m.s.n.m.,N/A,199382,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/738/306/V0228073F.jpg,V0228073F,"SPICHIGER, R. & P.-A. LOIZEAU",R. Spichiger,P.-A. Loizeau,3012,10-4-86,1986-04-10,N/A,Pourouma guianensis ssp guianensis,Pourouma guianensis,N/A,N/A,N/A,Peru,Loreto,N/A,Jenaro Herrera,Bosque de terraza alta suelo arenoso,[precise locality unknown],Bosque de terraza alta suelo arenoso,Alt. 125 m,73°45'W-4°55'S,N° 2027582,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/494/920/V0100062F.jpg,V0100062F,G. Klug,G. Klug,N/A,660,Dec. 1929,1929-12-00,N/A,Balsesia floribunda Benth.,Balsesia floribunda,H. F. Loomis,N/A,N/A,Peru,Loreto,N/A,N/A,Mishuyacu near Iquitos,Mishuyacu near Iquitos,forest,alt. 100 meters,N/A,613565,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/655/199/V0198402F.jpg,V0198402F,coll. T. R. Dudley,T. R. Dudley,N/A,12063,24 Aug. 1968,1968-08-24,N/A,Dendrophthora mesembryanthemoides Urb.,Dendrophthora sp.,J. Kuijt,18 Dec. 1984,N/A,Peru,Ayacucho,La Mar,N/A,eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel Ayma and the Hacienda Luisiana,eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel Ayma and the Hacienda Luisiana,Parasitic foliage yellowish-green calyx bright orange rare translucent pink waxy in dense areas isolated 40-50 feet high on hepatic forest at timberline,c. 3220 meters,c. 73°54'W 12°45'S,1721727,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/675/982/V0225274F.jpg,V0225274F,G. Klug,G. Klug,N/A,1595,April 11 1931,1931-04-11,N/A,Ficus llewelynii Standl.,Ficus trigona,M. Vásquez Avila,1983,N/A,Peru,Loreto,N/A,N/A,Mishuyacu near Iquitos,Mishuyacu near Iquitos,forest,alt. 100 meters,N/A,873381,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/736/767/V0224820F.jpg,V0224820F,Mildred E. Mathias Dermot Taylor,M. E. Mathias,D. Taylor,5576,13 July 1961,1961-07-13,N/A,Malpighiaceae,Malpighiaceae,W. R. Anderson,1983,N/A,Peru,Loreto,N/A,N/A,vicinity of Requena,vicinity of Requena,N/A,N/A,N/A,1733057,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/939/013/V0304780F.jpg,V0304780F,José Schunke Vigo,J. Schunke,N/A,6677,17 Dec. 1964,1964-12-17,N/A,Paullinia imberbis Radlk.,Paullinia bracteosa,D. R. Simpson,Apr. 1973,N/A,Peru,Loreto,N/A,N/A,Quebrada de Maquia Contamana,Quebrada de Maquia Contamana,tall forest,220 m alt.,N/A,1717601,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/785/493/V0238260F.jpg,V0238260F,LLEWELYN WILLIAMS,L. Williams,N/A,3363,"SEPT.-OCT., 1929",1929-09-00,1929-10-00,Psychotria viridis R & P,Psychotria viridis,unsure and check,N/A,N/A,Peru,Loreto,N/A,N/A,forest of Panais Alto Itaya,Panais Alto Rio Itaya,forest,ALT. 145 M.,N/A,61.4121,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/736/994/V0225047F.jpg,V0225047F,"Coll. T. Plowman, A. Sagástegui A., J. Mostacero L., F. R. Mejía & F. Pelaéz",T. Plowman,A. Sagástegui A. | J. Mostacero L. | F. R. Mejía | F. Pelaéz,14242,12 July 1986,1986-07-12,N/A,Abutilon mollissimum (Cav.) Sweet,Abutilon mollissimum,P. Fryxell,1987,N/A,Peru,Cajamarca,Jaén,N/A,Road from Pucará to Chamaya km. 21 east of Pucará along Río Huancabamba,Road from Pucará to Chamaya 21 kilometers east of Pucará along Río Huancabamba,Dry scrub forest on steep slopes,Alt. 700 m.,N/A,1973380,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/738/506/V0239614F.jpg,V0239614F,Magda Chanco with Michelle McMahon and Larry Hufford,M. Chanco,M. McMahon | L. Hufford,s.n.,14 April 2003,2003-04-14,N/A,Abutilon sp.,Abutilon,N/A,N/A,N/A,Peru,Cajamarca,N/A,N/A,Chilete-San Pablo road about 15 km from Chilete,Chilete-San Pablo road about 15 kilometers from Chilete,N/A,3614 feet elevation,S7° 10.554' W78° 49.665',2253555,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1611/031/V0414961F.jpg,V0414961F,Marcos Ríos 4399 Tony Mori Nigel Pitman Luis Torres Corine Vriesendorp,M. Ríos,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa,unsure and check,N/A,N/A,Peru,Loreto,Requena,N/A,Prov. Requena Dtto. de Soplin Quebrada Yanayacu-Rio Blanco Campamento Wiswincho del inventario rapido #27 de la region Tapiche-Blanco,Campamento Wiswincho del inventario rapido number 27 de la region Tapiche-Blanco,Bosque de Planicie Inundable de aguas blancas,Alt. 90-110 msnm,"05°48'33.5""S 73°51'53.8""W",2318558,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1611/032/V0414962F.jpg,V0414962F,Marcos Ríos 4399 Tony Mori Nigel Pitman Luis Torres Corine Vriesendorp,M. Ríos,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa,unsure and check,N/A,N/A,Peru,Loreto,Requena,N/A,Dtto de Soplin Quebrada Yanayacu-Rio Blanco Campamento Wiswincho del inventario rapido #27 de la region Tapiche-Blanco,Campamento Wiswincho del inventario rapido number 27 de la region Tapiche-Blanco,Bosque de Planicie Inundable de aguas blancas Arbol 7 m flores amarillas y los botones son de color beige (beige),Alt 90-110 msnm,"05°48'33.5""S 73°51'53.3""W",2318557,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/655/V0462893F.jpg,V0462893F,Ynes Mexia,Y. Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,N/A,Piper callosum Ruiz & Pavon,Piper callosum,W. Trelease,N/A,N/A,Peru,Huanuco,N/A,N/A,Near confluence Rio Cayumba with Huallaga,Near confluence Rio Cayumba with Huallaga,Forested slope above road,Alt. 805 m,N/A,1066996,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/657/V0462895F.jpg,V0462895F,Ynes Mexia,Y. Mexia,N/A,6157,"Nov. 24, 1931",1931-11-24,N/A,Piper callosum Ruiz & Pav.,Piper callosum,N. L. Britton,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Right bank of mouth of Rio Santiago,Above Pongo de Manseriche Right bank of mouth of Rio Santiago,Dense forest,Alt. 200 m.,N/A,872277,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/506/V0441679F.jpg,V0441679F,Coll. Donald R. Simpson & José Schunke V.,D. R. Simpson,J. Schunke V.,565,"January 4, 1968",1968-01-04,N/A,Ipomoea carnea Jacq.,Ipomoea carnea,D. Simpson,Jan. 1969,N/A,Peru,Tumbes,Pampas de Hospital,N/A,Along the road about 10 km. northwest of El Caucho,Along the road about 10 kilometers northwest of El Caucho,Vine clambering over shrubs corolla pale lavender open in the morning sun closed on this cloudy afternoon when collected Common from the dry deciduous forest zone downward into the very dry thorn-scrub,N/A,N/A,1837948,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/504/V0441677F.jpg,V0441677F,Coll. T. Plowman & P. M. Rury,T. Plowman,P. M. Rury,11105,6 December 1981,1981-12-06,N/A,Ipomoea carnea Jacq.,Ipomoea carnea,P. MacDonald,1983,N/A,Peru,Huánuco,Huánuco,N/A,8 km. northeast of Huánuco on road to Tingo María,8 kilometers northeast of Huánuco on road to Tingo María,Scandent shrub on roadside near houses. Stem with milky sap. Fls. pink.,Alt. 1750 m.,Approx. 9°52'S. 76°11'W.,1896900,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1684/390/V0401892F.jpg,V0401892F,Robin B. Foster,R. B. Foster,N/A,4240,"Aug. 19, 1978",1978-08-19,N/A,Aechmea,Aechmea corymbosa,E. J. Gouda,2018-02-05,N/A,Peru,Loreto,Maynas,N/A,Rio Nanay Caseria Mishana 30km SW of Iquitos,Rio Nanay Caseria Mishana 30 kilometers southwest of Iquitos,Terrestrial in white sand scrub bracts bright red-pink flowers white,N/A,N/A,1852637,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1766/135/V0460617F.jpg,V0460617F,"J. Farfán, L. Valenzuela, I. Huamantup a, A. Carazas, W. Argandoña 1262",J. Farfán,L. Valenzuela | I. Huamantup a | A. Carazas | W. Argandoña,1262,23 Octubre 2006,2006-10-23,N/A,Anthurium clavigerum Poepp.,Anthurium clavigerum,T. B. Croat,2008,N/A,Peru,Cusco,La Convención,N/A,"Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario",Chuanquiri camino a Riobamba,"Bosque Secundario. Epífita, hasta 70 cm, espádice rojo, espata verde",1009 m,"12°47'15""S 073°10'10""W",2315782,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1826/292/V0469643F.jpg,V0469643F,Thomas B. Croat,T. B. Croat,N/A,18210,"July 18, 1972",1972-07-18,N/A,Agave americana L.,Agave americana,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha,Sandy area 12.5 kilometers southwest of Iquitos on road to Lago Quisto-cocha,Sandy area,N/A,N/A,1759629,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/227/821/V0075820F.jpg,V0075820F,coll. T. R. Dudley,T. R. Dudley,N/A,10783,4 July 1968,1968-07-04,N/A,Thelypteris dudleyi A. R. Smith,Thelypteris dudleyi,A. R. Smith,1989,N/A,Peru,Cuzco,La Convencion,N/A,Prov. La Convencion; Dept. Cuzco,[precise locality unknown],Common terrestrial type with bright green foliage and purplish-black and glossy petioles saxatile on almost vertical rock faces in full sun on old open landslide just above the cloud forest between camp 4 and 5 almost to Camp 5 at c. 2825 meters one of the commonest colonizers of landslide,c. 2825 m,12° 37' 73° 32',65658,Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/227/835/V0075836F.jpg,V0075836F,S. Knapp,S. Knapp,N/A,5881,4 July 1982,1982-07-04,N/A,TRICHIPTERIS PINNATA Stolze,Trichipteris pinnata,Robert G. Stolze,1984,N/A,Panama,Colón,N/A,N/A,Santa Rita Ridge road 21-26 km from Transisthmian Highway,Santa Rita Ridge road 21 to 26 kilometers from Transisthmian Highway,Tropical wet forest,500-550 m,9°25'N 79°37'W,1932768,Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/1121/693/C0616676F.jpg,C0616676F,COL. J. DORANTES,J. Dorantes,N/A,455,01/01/1972,1972-01-01,N/A,Woodwardia spinulosa Mart. & Gal.,Woodwardia spinulosa,M. Palacios-Rios,"September, 2000",N/A,Mexico,Veracruz,Jalapa,N/A,Alto del Gato,Alto del Gato,Bosque caducifolio suelo rojo arcilloso muy abundante helecho perenne veg. riparia,TAM. 1.30 M.,MAPA 38.5 29.0,1736002,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1086/214/C0644079F.jpg,C0644079F,"A. Monteagudo, C. Mateo, G. Ortiz",A. Monteagudo,C. Mateo | G. Ortiz,4909,10 Abril 2003,2003-04-10,N/A,Blechnum occidentalis L.,Blechnum occidentalis,H. van der Werff,2005,N/A,Peru,Pasco,Oxapampa,N/A,Distrito Pozuzo Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar Zona de Recuperación Bosque ribereño,Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar Zona de Recuperación,Bosque ribereño Helecho terrestre adpreso a la roca soros marrones,1100-1250m,10°15'S 75°13'W,2287355,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1098/449/C0658238F.jpg,C0658238F,Ynes Mexia,Y. Mexia,N/A,8066,"May 14,1936",1936-05-14,N/A,Adiantum pulverulentum L.,Adiantum pulverulentum,E. B. Copeland,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of Rio Sambray western affluent of Vilcanota along stream in virgin forest,upper valley of Rio Sambray western affluent of Vilcanota along stream,virgin forest Common scattered,Alt. about 1800 m.,N/A,1005396,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1079/847/C0637474F.jpg,C0637474F,J.I. Calzada,J. I. Calzada,N/A,5759,11-enero-1980,1980-01-11,N/A,Diplazium francois Liebm.,Diplazium francois,R. G. Stolze,1983,Liquidambar styraciflua | Quercus sp. | Alnus sp.,Mexico,Veracruz,Xico,N/A,Ranchería de Coatititlán,Ranchería de Coatititlán,Bosque Caducifolio Muy húmedo,1820 m.s.n.m.,19° 29' N 97° 04' W,1894963,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1079/274/C0636906F.jpg,C0636906F,Antonio Molina R.,A. Molina,N/A,1427,"Nov. 4, 1948",1948-11-04,N/A,Thelypteris piloso-hispida (Hook) Morton,Thelypteris rudis,A. R. Smith,1974,N/A,Honduras,Morazán,N/A,N/A,"Bosque lluvioso, norte de la Mt. Uyuca, caminos Tatumbla, Lebranza y Quebrada El Granadillo, sobre la Mt. Uyuca","North of the Mt. Uyuca, Tatumbla, Lebranza and Quebrada El Granadillo, on the Mt. Uyuca",Bosque lluvioso,Alt. 1800 m,at about Longitude 87° W and Latitude 14° N,1394536,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/569/C0665739F.jpg,C0665739F,"B. León, K. Young & N. Huapaya",B. León,K. Young | N. Huapaya,2911,10 setiembre 1991,1991-09-10,N/A,Thelypteris euchlora (Sod.) Reed,Thelypteris euchlora,R. G. Stolze,1992,N/A,Peru,Cuzco,Paucartambo,N/A,"Bosque de Nubes, Río La Unión. En ladera","Bosque de Nubes, Río La Unión",N/A,1700-1800 m,N/A,2112158,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1137/337/C0626158F.jpg,C0626158F,Louis O. Williams Antonio Molina R. Terua P. Williams Dorothy N. Gibson and Chester Laskowski,L. O. Williams,A. Molina R. | T. P. Williams | D. N. Gibson | C. Laskowski,27621,January 15 1965,1965-01-15,N/A,Polypodium blepharodes Maxon,Grammitis blepharodes,R. G. Stolze,1979,N/A,Nicaragua,Matagalpa,N/A,N/A,Montane rain forest or cloud forest Disparate de Potter Sta. María de Ostuma Cordillera Central de Nicaragua,Disparate de Potter Santa María de Ostuma Cordillera Central de Nicaragua,Epiphyte on mossy tree,alt. 1600 m,N/A,1626179,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/487/C0665657F.jpg,C0665657F,Ken Young & Mark Eisenberg 265,K. Young,M. Eisenberg,265,20 April 1981,1981-04-20,N/A,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,Thelypteris cheilanthoides,A. R. Smith,1989,N/A,Peru,Cuzco,La Convencion,N/A,Just east of Quillabamba Finca Chichima,Just east of Quillabamba Finca Chichima,Cocoa coffee yuca mangoes bananas corn crops grown,Alt. 1300-1400 m,N/A,2038794,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/330/762/C0045536F.jpg,C0045536F,Thomas G. Lammers,T. G. Lammers,N/A,10674,9 May 1998,1998-05-09,N/A,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana,N/A,N/A,N/A,United States,Illinois,Cook,N/A,Palos Twp. Swallow Cliffs Woods Forest Preserve southwest of the jct. of US Hwy 45 and State Hwy 83,Swallow Cliffs Woods Forest Preserve southwest of the junction of US Highway 45 and State Highway 83,Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,N/A,2228497,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1139/892/C0627900F.jpg,C0627900F,Louis O. Williams | Antonio Molina R. | Albertina R. Molina,L. O. Williams,A. Molina R. | A. R. Molina,12562,"Mayo 22, 1963",1963-05-22,N/A,Polypodium montigenum Maxon,Polypodium montigenum,A. Molina,N/A,N/A,El Salvador,Santa Ana,N/A,N/A,Bosque abierto de Montaña Montecristo,Montecristo,Epífita Bosque abierto de Montaña,Alt. 2000 m,N/A,1661895,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/217/945/V0082645F.jpg,V0082645F,M. O. Dillon 5376,M. O. Dillon,N/A,5376,21 Dec 1987,1987-12-21,N/A,Notholaena mollis Kunze,Notholaena mollis,unsure and check,N/A,N/A,Chile,Antofagasta,Antofagasta,N/A,Cerro Perales ca. 5 km E of Taltal,Cerro Perales approximately 5 kilometers east of Taltal,Terrestrial growing in rock crevices,600-850 m,25° 25' S 70° 25' W,Nº 2010984,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/191/C0666362F.jpg,C0666362F,Rolla M. & Alice F. Tryon,R. M. Tryon,A. F. Tryon,6566,23 October 1963,1963-10-23,N/A,Thelypteris lindigii (C.Chr.) Alston,Thelypteris rufa,A. R. Smith,"1979, 1989",N/A,Peru,Ancash,N/A,N/A,"Road from Huaras to Cusma, west valley","Road from Huaras to Cusma, west valley",damp shaded rocks,2800 m.,N/A,1833066,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/037/C0666207F.jpg,C0666207F,E. P. Killip A. C. Smith,E. P. Killip,A. C. Smith,2974,"September 22-29, 1929",1929-09-22,1929-09-29,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata,A. R. Smith,1989,N/A,Peru,Loreto,N/A,N/A,Soledad on Rio Itaya,Soledad on Rio Itaya,Dense forest,alt. about 110 meters,N/A,1520668,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/036/C0666206F.jpg,C0666206F,F. P. Killip & A. C. Smith,F. P. Killip,A. C. Smith,24937,"September 18, 1929",1929-09-18,N/A,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata,A. R. Smith,Date 1989,N/A,Peru,Loreto,N/A,N/A,San Antonio on Rio Itaya,San Antonio on Rio Itaya,Dense forest,alt. about 110 meters,N/A,1520607,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/033/C0666203F.jpg,C0666203F,Macbride & Featherstone,J. F. Macbride,J. Featherstone,1622,"JULY 8-22, 1922",1922-07-08,1922-07-22,Dryopteris pavoniana (Klf) C Chr,Thelypteris pavoniana,A. R. Smith,1979,N/A,Peru,Mito,N/A,N/A,Sunny dirt ledges of the grass-shrub formation,[precise locality unknown],Sunny dirt ledges of the grass-shrub formation,About 9000 ft,N/A,518129,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/032/C0666202F.jpg,C0666202F,J. J. Wurdack No. 705,J. J. Wurdack,N/A,705,1 June 1962,1962-06-01,N/A,Thelypteris (Thelypteris) pavoniana (Klotzsch),Thelypteris pavoniana,A. R. Smith,1979,N/A,Peru,Amazonas,Chachapoyas,N/A,Upper slopes of Puma-urcu east-southeast of Chachapoyas,Upper slopes of Puma-urcu east-southeast of Chachapoyas,On banks locally frequent,elev. 2700-3000 m,N/A,1647265,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/942/C0666112F.jpg,C0666112F,ROLLA M. TRYON & ALICE F. TRYON,R. M. Tryon,A. F. Tryon,5202,"Aug. 13, 1956",1956-08-13,N/A,Thelypteris,Thelypteris opulenta,A. R. Smith,"1979, 1990",N/A,Peru,Loreto,Maynas,N/A,"Rio Itaya, 10 km. s. of Iquitos","Rio Itaya, 10 kilometers south of Iquitos",In old banana planting,N/A,N/A,1587072,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1081/508/C0639123F.jpg,C0639123F,Louis O. Williams Antonio Molina R. and Terua P. Williams,L. O. Williams,A. Molina R. | T. P. Williams,23634,"January 8-15, 1963",1963-01-08,1963-01-15,Lycopodium clavatum L.,Lycopodium clavatum,C. V. Morton | D. B. Lellinger,1964,N/A,Nicaragua,Matagalpa,N/A,N/A,Cloud forest area Sta. Maria de Ostuma Cordillera Central de Nicaragua between Matagalpa and Jinotega Department of Matagalpa,Sta. Maria de Ostuma Cordillera Central de Nicaragua between Matagalpa and Jinotega,Terrestrial on open bank,alt. 1300-1500 meters,N/A,1604338,Typed,no type status
