accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/283/147/V0092906F.jpg,V0092906F,"V. Quipuscoa S., A. Ságastegui A., S. Leiva G. & M. Bejarano C.",V. Quipuscoa S.,A. Ságastegui A. | S. Leiva G. | M. Bejarano C.,1378,20 agosto 1998,1998-08-20,N/A,Lithospermum cinerascens (A.DC.) Johnst.,Lithospermum leymebambense Weigend & Nork,M. Weigend,September 2006,N/A,Peru,Amazonas,Chachapoyas,N/A,"Distrito Leymebamba. Carretera a Celendín, entre Ishpingo - Pomacocha","Distrito Leymebamba. Carretera a Celendín, entre Ishpingo - Pomacocha",Bosque montano fragmentado,N/A,2800-3000 m,N/A,2211679,Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/283/156/V0092915F.jpg,V0092915F,Llewelyn Williams,Ll. Williams,N/A,6999,1/7/1930,1930-01-07,N/A,Norantea curva Macbr.,Marcgraviastrum mixtum (Triana & Planch.) Bedell,D. Giraldo-Cañas,2010,N/A,Peru,San Martín,N/A,San Roque,San Roque Dept. San Martin,[precise locality unknown],Forest,N/A,1350 - 1500 M,N/A,624474,Mix of Handwritten and Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/283/160/V0092918F.jpg,V0092918F,Ruiz et Pavón,Ruiz,Pavón,s.n.,1778-1788,1778-00-00,1788-00-00,Norantea obovata (R & P) G. Don.,Marcgraviastrum mixtum (Triana & Planch.) Bedell,D. Giraldo-Cañas,2010,N/A,Peru,N/A,N/A,N/A,Chacahuasi,Chacahuasi,N/A,N/A,N/A,N/A,843295,Mix of Handwritten and Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/283/163/V0092921F.jpg,V0092921F,Ruiz et Pavón,Ruiz,Pavón,s.n.,1778-1788,1778-00-00,1788-00-00,Norantea obovata (R & P)G. Don.,Marcgraviastrum mixtum (Triana & Planch.) Bedell,D. Giraldo-Cañas,2010,N/A,Peru,N/A,N/A,N/A,vice-regno Peruviano et Chilensi,Vice-regno Peruviano et Chilensi,N/A,N/A,N/A,N/A,842882,Mix of Handwritten and Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/679/934/V0190732F.jpg,V0190732F,Robin B. Foster,R. B. Foster,N/A,8752,13 Sept. 1982,1982-09-13,N/A,Acidoton venezolanus (Pax.& Hoffm.) Webster,Acidoton venezolanus (Pax.& Hoffm.) Webster,M. J. Huft,1983,N/A,Peru,Huánuco,N/A,N/A,Pachitea; Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro,Pachitea; Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro,Forested low hills and ravines,N/A,250-300 m,"75°00'W, 9°18'S",1921102,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/791/904/V0277652F.jpg,V0277652F,José Schunke Vigo,J. Schunke Vigo,N/A,6505,27 May 1964,1964-05-27,N/A,N/A,Tontelea attentuata Miers,J. A. Lombardi,II/2000,N/A,Peru,San Martín,N/A,N/A,Quebrada Huicte (río Huallaga),"Quebrada Huicte, Río Huallaga",In tall forest,N/A,529 m,N/A,1751666,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/586/997/V0152152F.jpg,V0152152F,Manuel Rimachi Y.,M. Rimachi Y.,N/A,4268,"February 8, 1979",1979-02-08,N/A,Nectandra krukovii (A.C. Smith) Kosterm.,Endlicheria anomala (Nees) Mez,A. Chanderbali,2001,N/A,Peru,Loreto,Requena,N/A,"Dtto. Saquena. Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera","Distrito Saquena. Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera",Marginal forest,N/A,N/A,N/A,2058606,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/802/677/V0277223F.jpg,V0277223F,Salvador Flores P.,S. Flores P.,N/A,95(Pl-2),Julio/82,1982-07-00,N/A,Poraqueiba sericea Tul.,Poraqueiba sericea Tul.,T. Plowman,1985,N/A,Peru,Loreto,Maynas,N/A,Ampiyacu-Pevas,Ampiyacu-Pevas,Bosque secundario 35 años,N/A,100 m.s.n.m,N/A,1968315,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/694/649/V0195906F.jpg,V0195906F,Percy Núñez & S. Walsh,P. Núñez,S. Walsh,6330,29 October 1986,1986-10-29,N/A,Euphorbia heterophylla L.,Euphorbia heterophylla L.,M. H. Mayfield,Oct. 1995,N/A,Peru,Cuzco,La Convención,N/A,"La Convención, Quillabamba, Salaspampa","Quillabamba, Salaspampa",N/A,N/A,1110 m,N/A,1982606,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/904/057/V0290180F.jpg,V0290180F,Jose Schunke,J. Schunke,N/A,9560,30 Mayo 1977,1977-05-30,N/A,Hamelia patens Jacq.,Hamelia patens Jacq.,J. Dwyer,1980,N/A,Peru,San Martín,Lamas,N/A,"Distrito: Alonso de Alvarado. San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba","Distrito: Alonso de Alvarado. San Juan de Pacaizapa, Kilometer 72 carretera Tarapoto-Moyobamba","En bosque secundario, con abundante luz solar",N/A,1000-1050 m,N/A,1872133,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/674/331/V0201636F.jpg,V0201636F,"G. Moore,L.Luna,J.Ruiz",G. Moore,L. Luna | J. Ruiz,138,18-8-81,1981-08-18,N/A,Ficus,Ficus maxima P. Miller,W. C. Burger,1982,N/A,Peru,Loreto,N/A,N/A,"Quistococha, 14km north of Iquitos","Quistococha, 14 kilometers north of Iquitos",N/A,N/A,600m,N/A,1923146,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/786/584/V0251887F.jpg,V0251887F,"E. P. Killip, A. C. Smith",E. P. Killip,A. C. Smith,26721,"July 20, 21, 1929",1929-07-20,1929-07-21,Psychotria racemosa (Aubl.) Willd.,Psychotria racemosa (Aubl.) Willd.,N/A,N/A,N/A,Peru,Junín,N/A,N/A,"Cahuapanas, on Río Pichis","Cahuapanas, on Río Pichis",Dense forest,N/A,about 340 meters,N/A,607534,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/750/898/V0243915F.jpg,V0243915F,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,22 Jul 1991.,1991-07-21,N/A,Wissadula grandifolia Baker ex Rusby,Wissadula grandifolia Baker ex Rusby,P. Fryxell,1993,N/A,Peru,Piura,Huancabamba,N/A,ca. 2 km N of Canchaque,Approximately 2 kilometers north of Canchaque,N/A,N/A,ca. 1450 m,5°24' S; 79°36' W,2119563,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/678/428/V0187051F.jpg,V0187051F,J. Francis Macbride,J. Francis Macbride,N/A,4806,"June 23, 1923",1923-06-23,N/A,Croton baillonianus,Croton baillonianus,N/A,N/A,N/A,Peru,N/A,N/A,N/A,"Cuerva Grande, estacion near  Pozuzo","Cuerva Grande, estacion near Pozuzo",Sunny bushy slope. Open brushy 4-5 ft,N/A,about 3500 feet,N/A,535840,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/776/646/V0258426F.jpg,V0258426F,A. Ságastegui A.,A. Ságastegui A.,N/A,3820,19 Junio 1962,1962-06-19,N/A,Geranium,Geranium chilloense Kunth,B. Halfdan-Nielsen,1993,N/A,Peru,Cajamarca,Contumazá,N/A,"Juque, Trinidad. Prov. Contumazá, Depto. Cajamarca","Juque, Trinidad",Ladera abierta,N/A,"3,250 m.s.m",N/A,1684365,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/686/796/V0193750F.jpg,V0193750F,"J. Mostacero L., S. Leiva G., F. Mejia C., F. Peláez P., J. Guevara B.",J. Mostacero L.,S. Leiva G. | F. Mejia C. | F. Peláez P. | J. Guevara B.,1640,14-XI-1986,1986-11-14,N/A,Dalechampia aristolochiifolia Kunth,Dalechampia aristolochiifolia Kunth,M.J. Huft,1992,N/A,Peru,Cajamarca,Cutervo,N/A,La Pucarilla (Sócota-San Andrés),La Pucarilla (Sócota-San Andrés),Ladera al borde de carretera,N/A,2450 m.s.m,N/A,1993828,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/738/306/V0228073F.jpg,V0228073F,"Spichiger, R. & P.-A. Loizeau",R. Spichiger,P.-A. Loizeau,3012,10.4.86,1986-04-10,N/A,Pourouma guianensis ssp guianensis,Pourouma guianensis ssp guianensis,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,cadre de la convention CJBG - IC - IIAP au Centre de Recherche de Jenaro Herrera,Cadre de la convention CJBG-IC-IIAP au Centre de Recherche de Jenaro Herrera,"Bosque de terraza alta, suelo arenoso",N/A,125 m,73°45'W-4°55'S,2027582,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/494/920/V0100062F.jpg,V0100062F,G. Klug,G. Klug,N/A,660,"Dec., 1929",1929-12-00,N/A,Batesia floribunda Benth.,Batesia floribunda Benth.,H. Harms,N/A,N/A,Peru,Loreto,N/A,N/A,"Mishuyacu, near Iquitos","Mishuyacu, near Iquitos",Forest,N/A,100 meters,N/A,613565,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/655/199/V0198402F.jpg,V0198402F,T. R. Dudley,T. R. Dudley,N/A,12063,24 Aug. 1968,1968-08-24,N/A,Dendrophthora mesembryanthemifolia Urban,Dendrophthora sp.,J. Kuijt,18 Dec.1984,N/A,Peru,Ayacucho,La Mar,N/A,"eastern Massif of Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana, Punccu camp, c. 45 km. walking distance SW from the Hacienda Luisiana and Apurimac River; c. 30 km. from the Hacienda Santa Rosa, c. 10 km. from Tambo","Eastern massif of Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana. Punccu camp, approximately 45 kilometers walking distance southwest from the Hacienda Luisiana and Apurimac River; approximately 30 kilometers from the Hacienda Santa Rosa, approximately 10 kilometers from Tambo",40-50 feet high elfin hepatic forest at timberline,N/A,3220 meters,c. 73°53'W; 12°45'S,1721727,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/675/982/V0225274F.jpg,V0225274F,G. Klug,G. Klug,N/A,1595,April 1931,1931-04-00,N/A,Ficus lleweyni Standl,Ficus trigona L.f.,M. Vásquez Avila,1983,N/A,Peru,Loreto,N/A,N/A,"Mishuyacu, neart Iquitos","Mishuyacu, neart Iquitos",Forest,N/A,100 meters,N/A,873381,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/736/767/V0224820F.jpg,V0224820F,"Mildred E. Mathias, Dermot Taylor",M. E. Mathias,D. Taylor,5576,18 July 1961,1961-07-18,N/A,N/A,Malpighiaceae,W. R. Anderson,1983,N/A,Peru,Loreto,N/A,N/A,vicinity of Requena,Vicinity of Requena,N/A,N/A,N/A,N/A,1733057,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/939/013/V0304780F.jpg,V0304780F,José Schunke Vigo,J. Schunke Vigo,N/A,6677,17 Dec. 1964,1964-12-17,N/A,Paullinia imberb Radlk.,Paullina bracteosa Radlk.,D. R. Simpson,1973,N/A,Peru,Loreto,N/A,N/A,Quebrada de Maquia (Contamana),Quebrada de Maquia (Contamana),In tall forest,N/A,220 m,N/A,1717601,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/785/493/V0238260F.jpg,V0238260F,Llewelyn Williams,Ll. Williams,N/A,3363,10/3/29,1929-10-03,N/A,Psychotria viridis R + P,Psychotria viridis R + P,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,"Paraiso, Alto Río Itaya","Paraiso, Alto Río Itaya",Forest,N/A,145 M,N/A,614121,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/736/994/V0225047F.jpg,V0225047F,"T. Plowman, A. Ságastegui A., J. Mostacero L., F. R. Mejía & F. Peláez",T. Plowman,A. Ságastegui A. | J. Mostacero L. | F. R. Mejía | F. Peláez,14242,12 July 1986,1986-07-12,N/A,Abutilon mollissimum (Cav.) Sweet,Abutilon multiflorum R.E. Fries vel aff.,N. Hensold,1998,N/A,Peru,Cajamarca,Jaén,N/A,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba","Road from Pucará to Chamaya, Kilometer 21 east of Pucará, along Río Huancabamba",Dry scrub forest on steep slopes,N/A,700 m,N/A,1973380,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/738/506/V0239614F.jpg,V0239614F,Magda Chanco with Michelle McMahon and Larry Hufford,M. Chanco,M. McMahon | L. Hufford,s.n.,14 April 2003,2003-04-14,N/A,Abutilon sp.,Abutilon sp.,N/A,N/A,N/A,Peru,Cajamarca,N/A,N/A,Chilete-San Pablo road about 15 km from Chilete,Chilete-San Pablo road about 15 kilometers from Chilete,N/A,N/A,3614 feet,S7° 10.554' W78° 49.665',2253555,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1611/031/V0414961F.jpg,V0414961F,"Marcos Ríos, Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",M. Ríos,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,Peru,Loreto,Requena,N/A,"Dtto. de Soplín. Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la region Tapiche-Blanco","Distrito de Soplín, Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido 27, de la region Tapiche-Blanco",Bosque de planicie inundable de aguas blancas,N/A,90-110 msnm,"05°48'33.5""S 73°51'53.8""W",2318558,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1611/032/V0414962F.jpg,V0414962F,"Marcos Ríos, Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",M. Ríos,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,Peru,Loreto,Requena,N/A,"Dtto. de Soplín. Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la region Tapiche-Blanco","Distrito de Soplín, Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido 27, de la region Tapiche-Blanco",Bosque de planicie inundable de aguas blancas,N/A,90-110 msnm,"05°48'33.5""S 73°51'53.8""W",2318557,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/655/V0462893F.jpg,V0462893F,Ynes Mexia,Y. Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,N/A,Piper callosum Ruiz & Pavon,Piper callosum Ruiz & Pavon,W. Trelease,N/A,N/A,Peru,Huánuco,Huánuco,N/A,Near confluence Rio Cayumba with Huallaga,Near confluence Rio Cayumba with Huallaga,Forested slope above road,N/A,805 m,N/A,1066996,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/657/V0462895F.jpg,V0462895F,Ynes Mexia,Y. Mexia,N/A,6157,"Nov. 24, 1931",1931-11-24,N/A,Piper callosum Ruiz & Pavon,Piper callosum Ruiz & Pavon,W. Trelease,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Right bank of mouth of Rio Santiago,Above Pongo de Manseriche. Right bank of mouth of Rio Santiago,Dense forest,N/A,200 m,N/A,872277,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/506/V0441679F.jpg,V0441679F,Donald R. Simpson & José Schunke V.,D. R. Simpson,J. Schunke V.,565,"January 4, 1968",1968-01-04,N/A,Ipomea carnea Jacq.,Ipomea carnea Jacq.,D. Simpson,Jan. 1969,N/A,Peru,Tumbes,Tumbes,N/A,"Dtto. Pampas de Hospital. Along the road about 10 km. northwest of El Caucho. Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital","Distrito Pampas de Hospital, along the road about 10 kilometers northwest of El Caucho. Bosque Nacional de Tumbes, región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital","From the dry, deciduous forest zone, downward into the very dry thorn-scrub",N/A,N/A,N/A,1897948,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1743/504/V0441677F.jpg,V0441677F,T. Plowman & P. M. Rury,T. Plowman,P. M. Rury,11105,6 December 1981,1981-12-06,N/A,Ipomea carnea Jacq.,Ipomea carnea Jacq.,A. MacDonald,1983,N/A,Peru,Huánuco,Huánuco,N/A,8 km. northeast of Huánuco on road to Tingo María,8 kilometers northeast of Huánuco on road to Tingo María,Roadside near houses,N/A,1750 m,"Approx. 9°52' S., 76°11'W",1896900,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1684/390/V0401892F.jpg,V0401892F,Robin B. Foster,R. B. Foster,N/A,4240,"Aug. 19, 1978",1978-08-19,N/A,Aechmea,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,E.J. Gouda,2018-02-05,N/A,Peru,Loreto,Maynas,N/A,Rio Nanay Caseria Mishana 30km SW of Iquitos,"Rio Nanay, Caseria Mishana, 30 kilometers southwest of Iquitos",In white sand scrub,N/A,N/A,N/A,1852637,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1766/135/V0460617F.jpg,V0460617F,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, W. Argandoña",J. Farfán,L. Valenzuela | I. Huamantupa | A. Carazas | W. Argandoña,1262,23 Octubre 2006,2006-10-23,N/A,Anthurium clavigerum Poepp.,Anthurium clavigerum Poepp.,T. B. Croat,2008,N/A,Peru,Cusco,La Convención,N/A,"Dist. Vilcabamba, Chuanquiri camino a Riobamba","Distrito Vilcabamba, Chuanquiri camino a Riobamba",Bosque secundario,N/A,1009 m,"12°47'15""S 073°10'10""W",2315782,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1826/292/V0469643F.jpg,V0469643F,Thomas B. Croat,T. B. Croat,N/A,18210,"July 18, 1972",1972-07-18,N/A,Agave americana L.,Agave americana L.,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,12.5 km. SW of Iquitos on road to Lago Quisto-cocha,12.5 kilometers southwest of Iquitos on road to Lago Quisto-cocha,Sandy area,N/A,N/A,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/227/821/V0075820F.jpg,V0075820F,T. R. Dudley,T. R. Dudley,N/A,10783,4 July 1968,1968-07-04,N/A,N/A,Thelypteris dudleyi A. R. Smith,Alan R. Smith,1989,N/A,Peru,Cusco,La Convención,N/A,between camp 4&5; almost to Camp 5,"Cordillera Vilcabamba, between camp 4 and 5, almost to camp 5","In full sun on old open landslide, just above cloud forest",rock,c. 2825 m,12° 37'; 73° 32',1719861,Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/227/835/V0075836F.jpg,V0075836F,S.Knapp,S. Knapp,N/A,5881,4 July 1982,1982-07-04,N/A,N/A,Trichipteris pinnata Stolze,Robert G. Stolze,1984,N/A,Panama,Colón,N/A,N/A,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway","Santa Rita Ridge road, 21-26 kilometers from Transisthmian Highway",Tropical wet forest,N/A,500-550 m.,"9°25'N, 79°37' W",1932768,Typed,Isotype
https://fm-digital-assets.fieldmuseum.org/1121/693/C0616676F.jpg,C0616676F,J. Dorantes,J. Dorantes,N/A,455,01/01/1972,1972-01-01,N/A,Woodwardia spinulosa Mart. & Gal.,Woodwardia spinulosa Mart. & Gal.,Monica Palacios-Rios,"September, 2000",N/A,Mexico,Veracruz,N/A,Jalapa,Alto del Gato,Alto del Gato,"Bosque caducifolio, vegetación primaria, suelo rojo arcilloso",N/A,N/A,N/A,1730602,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1086/214/C0644079F.jpg,C0644079F,"A. Monteagudo, C. Mateo, G. Ortiz",A. Monteagudo,C. Mateo | G. Ortiz,4909,10 Abril 2003,2003-04-10,N/A,Blechnum occidentalis L.,Blechnum occidentalis L.,H. van der Werff,2005,N/A,Peru,Pasco,Oxapampa,N/A,"Distrito Puzuzo. Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación","Distrito Puzuzo. Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación",Bosque ribereño,rock,1100-1250 m,10°15'S 75°13'W,2287355,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1098/449/C0658238F.jpg,C0658238F,Ynes Mexia,Y. Mexia,N/A,8066,"May 14, 1936",1936-05-14,N/A,Adiantum pulverulentum L.,Adiantum pulverulentum L.,Copeland,N/A,N/A,Peru,Cusco,La Convención,N/A,upper valley of Rio Sambray; western affluent of Vilcanota,"Upper valley of Rio Sambray, western affluent of Rio Vilcanota",Along stream in virgin forest,N/A,about 1800 m,N/A,1005396,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1079/847/C0637474F.jpg,C0637474F,J.I. Calzada,J. I. Calzada,N/A,5759,11-enero-1980,1980-01-11,N/A,Polypodiaceae,Diplazium franconis Liebm.,Robert G. Stolze,1983,N/A,Mexico,Veracruz,N/A,Xico,Ranchería de Coatititlán,Ranchería de Coatititlán,"Bosque caducifolio, primario; asociada con Liquidambar styrociflua, Quercus sp., Alnus sp.",N/A,1820 m.s.n.m,19° 29' N  97° 04' W,1894963,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1079/274/C0636906F.jpg,C0636906F,Antonio Molina R.,A. Molina R.,N/A,1427,"Nov. 4, 1948",1948-11-04,N/A,Thelypteris piloso-hispida ( Hook) Morton,Thelypteris rudis (Kunze) Proctor,Alan R. Smith,1974,N/A,Honduras,Francisco Morazán,N/A,N/A,"Norte de la Mt. Uyuca, caminos Tatumbla, Labranza y Quebrada El Oranadillo, sobre la Mt. Uyuca. Drainage of the Río Yeguara","Drainage of the Río Yeguara, norte de la Montaña Uyuca, caminos Tatumbla, Labranza y Quebrada El Oranadillo, sobre la Montaña Uyuca",Bosque lluvioso,N/A,1800 m,about Longitude 87° W. and Latitude 14° N,1394536,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/569/C0665739F.jpg,C0665739F,"B.León,K.Young & N.Huapaya",B.León,K.Young | N.Huapaya,2911,10 setiembre 1991,1991-09-10,N/A,Thelypteridaceae,Thelypteris eucholora (Sod.) Reed,Robert G. Stolze,1992,N/A,Peru,Cusco,Paucartambo,N/A,"Bosque de Nubes,Río La Unión",Río La Unión,"Bosque de Nubes, en ladera",N/A,1700-1800 m,N/A,2112158,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1137/337/C0626158F.jpg,C0626158F,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Dorothy N. Gibson, and Chester Laskowski ",L. O. Williams,A. Molina R. | T. P. Williams | D. N. Gibson | C. Laskowski,27621,"January 15, 1965",1965-01-15,N/A,Polypodium blepharodes Maxon,Grammitis blepharodes (Maxon) Seymour,Robert G. Stolze,1979,N/A,Nicaragua,Matagalpa,N/A,N/A,"Disparate de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua","Disparate de Potter, Santa María de Ostuma, Cordillera Central de Nicaragua",Montane rain forest or cloud forest,N/A,1600 m,N/A,1626179,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/487/C0665657F.jpg,C0665657F,Ken Young & Mark Eisenberg,K. Young,M. Eisenberg,265,20 April 1981,1981-04-20,N/A,N/A,Thelypteris cheilanthoides (Kunze) Proctor,A. R. Smith,1989,N/A,Peru,Cusco,La Convención,N/A,"Just east of Quillabamba, Finca Chichima","Just east of Quillabamba, Finca Chichima","Cocoa, coffe, yuca, mangoes, bananas, corn crops grown",N/A,1300-1400 m,N/A,2038794,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/330/762/C0045536F.jpg,C0045536F,Thomas G. Lammers,T. G. Lammers,N/A,10674,9 May 1998,1998-05-09,N/A,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana (Vill.) H.P. Fuchs,N/A,N/A,N/A,U.S.A.,Illinois,Cook,N/A,"Palos Twp., Swallow Cliffs Woods Forest Preserve, SW of the jct. of US Hwy 45 and State Hwy 83","Palos Township, Swallow Cliffs Woods Forest Preserve, southwest of the junction of US Highway 45 and State Highway 83",Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,N/A,N/A,2228497,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1139/892/C0627900F.jpg,C0627900F,"Antonio Molina R., Albertina R. Molina",A. Molina R.,A. R. Molina,12562,"Mayo 22, 1963",1963-05-22,N/A,Polypodium montigenum Maxon,Polypodium montigenum Maxon,AmolinaR.,N/A,N/A,El Salvador,Santa Ana,N/A,N/A,Montaña Montecristo,Montaña Montecristo,Bosque abierto,N/A,2000 m,N/A,1661895,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/217/945/V0082645F.jpg,V0082645F,M. O. Dillon,M. O. Dillon,N/A,5376,21 Dec 1987,1987-12-21,N/A,Notholaena mollis Kunze,Cheilanthes mollis (Kunze) C. Presl,N/A,N/A,N/A,Chile,Antofagasta,Antofagasta,N/A,"Cerro Perales, ca. 5 km E of Taltal","Cerro Perales, approximately 5 kilometers east of Taltal",N/A,rock,600-850 m,"25° 25' S, 7° 25' W",2010984,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/191/C0666362F.jpg,C0666362F,Rolla M. & Alice F. Tryon,R. M. Tryon,A. F. Tryon,6566,23 October 1965,1965-10-23,N/A,Thelypteris Lindigii (C.Chr.) Alston,Thelypteris rufa (Poir.) A. R. Smith,Alan R. Smith,"1979, 1989",N/A,Peru,Ancash,N/A,N/A,"Road from Huaras to Cusma, west valley","Road from Huaras to Cusma, west valley",N/A,rock,2800 m,N/A,1833066,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/037/C0666207F.jpg,C0666207F,"E. P. Killip, A. C. Smith",E. P. Killip,A. C. Smith,29721,"September 20-22, 1929",1929-09-20,1929-09-22,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata (Poiret) C. Morton,Alan R. Smith,1989,N/A,Peru,Loreto,N/A,N/A,"Soledad, on Río Itaya ","Soledad, on Río Itaya",Dense forest,N/A,about 110 meters,N/A,1520668,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/036/C0666206F.jpg,C0666206F,"E. P. Killip, A. C. Smith",E. P. Killip,A. C. Smith,29437,"September 18, 1929",1929-09-18,N/A,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata (Poiret) C. Morton,Alan R. Smith,1989,N/A,Peru,Loreto,N/A,N/A,"San Antonio, on Río Itaya","San Antonio, on Río Itaya",Dense forest,N/A,about 110 meters,N/A,1520667,Mix of Handwritten and Typed,no type status
