accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,"Based on the visible herbarium label, here's the transcription following your specified format",Error 529,"Based on the herbarium label images, here is the transcription following your specified format"
https://fm-digital-assets.fieldmuseum.org/2522/077/V0590787F.jpg,V0590787F,Coll. D.D. Soejarto,D. D. Soejarto,N/A,4793,"April 1, 1978",1978-04-01,N/A,Diospyros tricolor Hiern.,Diospyros tricolor Hiern.,N/A,N/A,Thespesia populnea and Sophora occidentalis,Ghana,Greater Accra,N/A,Bortianor village,"Ghana: Greater Accra Province, Bortianor village, 20 km. West of Accra, sea coast","Ghana: Greater Accra Province, Bortianor village, 20 kilometers West of Accra, sea coast","Straggling shrub, in association with Thespesia populnea and Sophora occidentalis. Fruits green. Forming clumps just behind beach, on sandy soil. Common",N/A,N/A,1842606,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/39/558/V0040586F.jpg,V0040586F,Narciso Reyna R.,N. Reyna R.,N/A,40,15 diciembre 1967,1967-12-15,N/A,Guatteria scalarinervia D.R. Simpson,Guatteria scalarinervia D.R. Simpson,D.R. Simpson,N/A,N/A,Peru,Loreto,Maynas,Alto Nanay,"Santa María - Río Nanay, distr. Alto Nanay, dept. Loreto, prov. Maynas",Santa María - Río Nanay,"""Carahuasca amarilla"" - arbol, bosque húmedo tropical",Alt. 150 m,N/A,1751405|229-I,Typed,HOLOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/613/620/V0081497F.jpg,V0081497F,M. O. Dillon & D. Dillon,M. O. Dillon,D. Dillon,3776,1 Nov 1983,1983-11-01,N/A,Galvezia fruticosa Gmel.,Galvezia elisensii M.O. Dillon & Quipuscoa,N/A,N/A,N/A,Peru,Arequipa,Caraveli,N/A,"Lomas of Atiquipa, ca. 10.5 km N of turn-off to Atiquipa. KM 584 S of Lima. ca. 150-200 m.","Lomas of Atiquipa, ca. 10.5 km N of turn-off to Atiquipa. KM 584 S of Lima. ca. 150-200 meters","Erect, glutinous shrub to 0.75 m.; flws. red.",ca. 150-200 m.,N/A,N° 1940835,Typed,HOLOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/40/414/V0042484F.jpg,V0042484F,N/A,N/A,N/A,1915,1830,1830-00-00,N/A,Tetrorchidium rubrivenium Popp. & Endl. var. genuinum Müll. Arg.,Tetrorchidium rubrivenium var. genuinum Müll. Arg.,F. Pax,N/A,Achoornea peruviana Poepp.,N/A,N/A,N/A,N/A,Tocache. Huallaga,Tocache. Huallaga,N/A,N/A,N/A,875422,Mix of Handwritten and Typed,Isosyntype,,,
https://fm-digital-assets.fieldmuseum.org/281/725/V0092855F.jpg,V0092855F,José Campos y O. Díaz 2490,J. Campos,O. Díaz,2490,9 Febrero 1996,1996-02-09,N/A,Amorimia camporum W.R. Anderson,Amorimia camporum W.R. Anderson,W.R. Anderson,2006,N/A,PERU,Cajamarca,San Ignacio,Distrito Chirinos,Entre La Catagua y Tablón,Entre La Catagua y Tablón,Trepadora; flor amarilla,550 - 650 m,05°19'S 078°47'W,N° 2296033,Typed,ISOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/155/067/V0078059F.jpg,V0078059F,Ruiz et Pavón,Tafalla,N/A,s.n.,(1778-1788),1778-00-00,1788-00-00,Nolana spathulata R & P,Nolana spathulata Ruiz & Pav.,A. Mesa,1981,N/A,Peru,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,845155,Typed,ISOLECTOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/281/732/V0092864F.jpg,V0092864F,Camilo Díaz y Antonio Peña,C. Díaz,A. Peña,8808,4 Diciembre 1996,1996-12-04,N/A,ERICACEAE,Symplocos ovata Ståhl,B. Ståhl,2010,N/A,PERU,Amazonas,Luya Province,Camporedondo,"Camporedondo, Tullanya, Pascana ""Pajaro Tigre""","Camporedondo, Tullanya, Pascana ""Pajaro Tigre""",Liana con frutos verdes. Pecúnculos largos,2250-2360 m,N/A,N° 2296023,Typed,ISOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/283/142/V0092900F.jpg,V0092900F,Ruiz et Pavón,H. Ruiz,J. Pavón,9/58,(1778-1788),1778-00-00,1788-00-00,Bomarea purpurea (R & P) Herb.,Bomarea purpurea (Ruiz & Pavón) Herb.,Hofreiter,2007,Alstroemeria purpurea Ruiz & Pav.,Peru,N/A,N/A,N/A,Pillao,Pillao,N/A,N/A,N/A,29201|916119,Mix of Handwritten and Typed,ISOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/283/147/V0092906F.jpg,V0092906F,"V. Quipuscoa S., A. Sagástegui A., S. Leiva G. & M. Bejarano C.",V. Quipuscoa S.,A. Sagástegui A.|S. Leiva G.|M. Bejarano C.,1378,20 agosto 1998,1998-08-20,N/A,Lithospermum cinerascens (A.DC.) Johnst.,Lithospermum leymebambense WEIGEND & NÜRK,Maximilian Weigend,September 2006,N/A,PERU,Amazonas,Chachapoyas,Leymebamba,"Carretera a Celendín, entre Ishpingo - Pomacocha. Bosque montano fragmentado.","Carretera a Celendín, entre Ishpingo - Pomacocha. Bosque montano fragmentado.",Bosque montano fragmentado,2800-3000 m,N/A,2211679,Typed,Isotype,,,
https://fm-digital-assets.fieldmuseum.org/283/156/V0092915F.jpg,V0092915F,COLL. LLEWELYN WILLIAMS,L. Williams,N/A,6999,"JAN.-FEB., 1930",1930-01-00,1930-02-00,Norantea curva Macbr.,Marcgraviastrum mixtum (Triana & Planch.) Bedell,D. Giraldo-Cañas,2010,N/A,PERU,SAN MARTIN,N/A,SAN ROQUE,SAN ROQUE,SAN ROQUE,forest,ALT. 1350-1500 M.,N/A,624474|65813,Typed,HOLOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/283/160/V0092918F.jpg,V0092918F,Ruiz et Pavón,H. Ruiz,J. Pavón,s.n.,(1778-1788),1778-00-00,1788-00-00,Norantea obovata (R & P) G. Don,Marcgraviastrum obovatum (G.Don) Bedell,D. Giraldo-Cañas,2010,Norantea macroscypha Gilg,Peru,N/A,N/A,N/A,Chacahuasi,Chacahuasi,N/A,N/A,N/A,843295,Typed,ISOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/283/163/V0092921F.jpg,V0092921F,Ruiz et Pavón,H. Ruiz,Pavón,s.n.,(1778-1788),1778-00-00,1788-00-00,Marcgravia obovata Fl. Peruv. ined.,Marcgraviastrum obovatum (G. Don) Bedell,J. Giraldo-Cañas,2010,Norantea obovata G. Don,Peru,N/A,N/A,N/A,in vice-regno Peruviano et Chilensi,in vice-regno Peruviano et Chilensi,N/A,N/A,N/A,842882,Mix of Handwritten and Typed,ISOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/679/934/V0190732F.jpg,V0190732F,Robin B. Foster,R. B. Foster,N/A,8752,13 Sept. 1982,1982-09-13,N/A,Acidoton venezolanus (Pax.& Hoffm.) Webster,Acidoton venezolanus (Pax.& Hoffm.) Webster,M. J. Huft,1983,N/A,PERU,Huánuco,Pachitea,N/A,"Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro. Forested low hills and ravines. Alt. 250-300 m. 75°00'W, 9°18'S",Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro. Forested low hills and ravines,"Shrub, 3 m; large white stigma; fruit turning yellow, 3 parted",Alt. 250-300 m,"75°00'W, 9°18'S",1921102,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/791/904/V0277652F.jpg,V0277652F,José Schunke Vigo,J. Schunke Vigo,N/A,6505,27 May 1964,1964-05-27,N/A,Hippocrateaceae Salacia Tontelea or Cheiloclinium,Tontelea attenuata Miers,J. A. Lombardi,VI/1999-2000,N/A,Perú,San Martín,N/A,N/A,"Quebrada Huicte (río Huallaga), in tall forest, 529 m alt","Quebrada Huicte (río Huallaga), in tall forest, 529 meters altitude","Liana 8-9 m long ""Murcuhuasca"" Medicinal plant used for rheumatism",529 m alt,N/A,1751666,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/586/997/V0152152F.jpg,V0152152F,Manuel Rimachi Y.,M. Rimachi Y.,N/A,4268,"February 8, 1979",1979-02-08,N/A,Nectandra krukovii (A.C. Smith) Kosterm.,Endlicheria anomala (Nees) Mez,A. Chanderbali,2001,N/A,PERU,LORETO,Requena,Dtto. Saquena,"Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muena,"" 8 m, fr. green","Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muena,"" 8 meters, fr. green",marginal forest,8 m,N/A,2055606,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/802/677/V0277223F.jpg,V0277223F,COLECCION DENDROLOGICA: SALVADOR FLORES P.,S. Flores P.,N/A,95(P1-2),Julio/82,1982-07-00,N/A,Poraqueiba SERICEA TUL.,Poraqueiba SERICEA TUL.,T. PLOWMAN,1985,N/A,PERU,LORETO,MAYNAS,N/A,AMPIYACU-PEVAS,AMPIYACU-PEVAS,BOSQUE SECUNDARIO 35 Años,100 m.s.n.m.,N/A,N/A,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/694/649/V0195906F.jpg,V0195906F,Percy Núñez & S. Walsh,Percy Núñez,S. Walsh,6330,29 October 1986,1986-10-29,N/A,Euphorbia heterophylla L.,Euphorbia heterophylla L.,M. J. Huft,1987,N/A,PERU,CUZCO,La Convención,Quillabamba,"Quillabamba, Salespampa","Quillabamba, Salespampa",Herb 0.6 m; fruits green,Alt. 1110 m,N/A,N/A,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/904/057/V0290180F.jpg,V0290180F,Jose Schunke,Jose Schunke,N/A,9560,30 Mayo 1977,1977-05-30,N/A,Hamelia patens Jacq.,Hamelia patens Jacq.,J. Dwyer,1980,N/A,PERU,San Martin,Lamas,Alonso de Alvarado,"Provincia: Lamas; Distrito: Alonso de Alvarado. San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba. Alt. 1000-1050 m.","San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba","Arbusto de 1.5-2 m., flores strong reddish orange, sepalos dark red, frutos dark red, de 1 cm. de largo, por 7 mm. de diametro, carnoso. En bosque secundario, con abundante luz solar.",Alt. 1000-1050 m.,N/A,1872133,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/674/331/V0201636F.jpg,V0201636F,"G.Moore,L.Luna,J.Ruiz",G. Moore,L. Luna|J. Ruiz,138,18-8-81,1981-08-18,N/A,"Ficus ""Oje"" MORACEAE",Ficus maxima P. Miller,William C. Burger,1982,N/A,PERU,Loreto,N/A,N/A,"Quistococha, 14km north of Iquitos, 600m elev","Quistococha, 14km north of Iquitos, 600m elevation","Tree of 20m. Important medicinal plant. The ""milk"" from the bark is drunk",600m elev,UTM grid:,№ 1023146,Mix of Handwritten and Typed,VOUCHER SPECIMEN,,,
https://fm-digital-assets.fieldmuseum.org/786/584/V0251887F.jpg,V0251887F,"E. P. KILLIP, A. C. SMITH",E. P. KILLIP,A. C. SMITH,26721,"July 20, 1929",1929-07-20,N/A,Psychotria racemosa (Aubl.) Willd.,Psychotria racemosa (Aubl.) Willd.,N/A,N/A,N/A,Peru,Junín,N/A,N/A,"Dept. Junín: Cahuapanas, on Río Pichis; alt. about 340 meters; dense forest","Cahuapanas, on Río Pichis",dense forest,about 340 meters,N/A,607534,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/750/898/V0243915F.jpg,V0243915F,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,22 Jul 1991,1991-07-22,N/A,Wissadula grandifolia Baker ex Fusby,Wissadula grandifolia Baker ex Fusby,P. Fryxell,1993,N/A,Peru,Piura,Huancabamba,Canchaque,ca. 2 km N of Canchaque,ca. 2 kilometers N of Canchaque,Shrubs to 1 m; flowers yellow,ca. 1450 m alt.,[5°24'S; 79°36'W],№ 2119563,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/678/428/V0187051F.jpg,V0187051F,COLL. J. FRANCIS MACBRIDE,J. F. Macbride,N/A,4806,"JUNE 23, 1923",1923-06-23,N/A,Croton Baillonianus,Croton Baillonianus,N/A,N/A,N/A,PERU,N/A,N/A,N/A,CUEVA GRANDE ESTACION NEAR POZUZO,CUEVA GRANDE ESTACION NEAR POZUZO,Sunny brushy slope. Open brushy 4-5 ft,ABOUT 3500 FEET,N/A,535840,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/776/646/V0258426F.jpg,V0258426F,A. Sagástegui A.,A. Sagástegui,N/A,N/A,26-V-1977,1977-05-26,N/A,Geranium chilloense Kunth,Geranium chilloense Kunth,C. Aedo,2007,N/A,Peru,Cajamarca,Contumazá,N/A,"Jalca, Provincia Contumazá, Dpto. Cajamarca","Jalca, Provincia Contumazá, Dpto. Cajamarca",Ladera abierta,3250,N/A,1684365,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/686/796/V0193750F.jpg,V0193750F,"Leg. J. Mostacero L., S. Leiva G., F. Mejía C., F. Peláez P., J. Guevara B.",J. Mostacero L.,S. Leiva G.|F. Mejía C.|F. Peláez P.|J. Guevara B.,1640,14-XI-1986,1986-11-14,N/A,Dalechampia aristolochiifolia Kunth,Dalechampia aristolochiifolia Kunth,M. J. Huft,1992,N/A,Peru,Cajamarca,Cutervo,N/A,La Pucarilla (Socota-San Andrés),La Pucarilla (Socota-San Andrés),Ladera al borde de carretera,2450 m.s.m.,N/A,199382,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/738/306/V0228073F.jpg,V0228073F,,,,,,,,,,,,,,,,,,,,,,,,,,"{'error': {'code': 'overloaded_error', 'message': 'Overloaded', 'type': 'invalid_request_error', 'param': None}}",
https://fm-digital-assets.fieldmuseum.org/494/920/V0100062F.jpg,V0100062F,"G. KLUG, Collector",G. Klug,N/A,660,"October-November, 1929",1929-10-00,1929-11-00,Batesia floribunda Benth.,Batesia floribunda Benth.,H. Harms,N/A,N/A,Peru,Loreto,N/A,N/A,"Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest","Mishuyacu, near Iquitos, forest","""Huairuru colorado"". Tree 18 m. high; fls. yellow",alt. 100 meters,N/A,N/A,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/655/199/V0198402F.jpg,V0198402F,coll. T. R. Dudley,T. R. Dudley,N/A,12063,24 Aug. 1968,1968-08-24,N/A,Dendrophthora mesembryanthemifolia Urban,Dendrophthora sp.,Job Kuijt,18 Dec. 1984,N/A,Peru,Ayacucho,La Mar,N/A,"Prov. La Mar, Dept. Ayacucho, eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana, c. 73°53'W; 12°45'S","eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana, Punccu camp at 3220 meters, c. 45 kilometers walking distance SW from the Hacienda Luisiana and the Apurimac River; c. 30 kilometers from the Hacienda Santa Rosa; c. 10 kilometers from Tambo","Parasitic; foliage yellowish-green; calyx bright orange; fr. translucent pink, waxy in dense and isolated, 40-50 ft. high elfin hepatic forest at timberline",3220 meters,c. 73°53'W; 12°45'S,1721727,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/675/982/V0225274F.jpg,V0225274F,"G. KLUG, Collector",G. Klug,N/A,1595,April 1931,1931-04-00,N/A,Ficus Llewelyni Standl.,Ficus trigona L.f.,M. Vásquez Avila,Utrecht 1983,N/A,Peru,Loreto,N/A,N/A,"Dept. Loreto. Mishuyacu, near Iquitos, alt. 100 meters; forest","Mishuyacu, near Iquitos, alt. 100 meters; forest",forest,alt. 100 meters,N/A,873381,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/736/767/V0224820F.jpg,V0224820F,Mildred E. Mathias Dermot Taylor,M. E. Mathias,D. Taylor,5576,18 July 19 61,1961-07-18,N/A,"MALPIGHIACEAE, BUT I CANNOT NAME IT STERILE, NOT EVEN TO GENUS",MALPIGHIACEAE,W. R. Anderson,1983,N/A,Perú,Loreto,N/A,Requena,vicinity of Requena,vicinity of Requena,"Liana 2-3 inches in diameter ""Barbasco silvestre""",N/A,N/A,1733057,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/939/013/V0304780F.jpg,V0304780F,José Schunke Vigo 5677,J. Schunke Vigo,N/A,5677,17 Dec. 1964,1964-12-17,N/A,"Paullinia imberbis Radlk. (det. by D.R. Simpson, Oct., 1970)",Paullinia bracteosa Radlk.,D. R. Simpson,2-21-1973,N/A,Peru,Loreto,N/A,N/A,"Quebrada de Maquia, (Contamana) in tall forest, 220 m alt","Quebrada de Maquia, (Contamana) in tall forest, 220 meters altitude",tall forest,220 m alt,N/A,1717601,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/785/493/V0238260F.jpg,V0238260F,COLL. LLEWELYN WILLIAMS,Llewelyn Williams,N/A,3363,"SEPT.-OCT., 1929",1929-09-00,1929-10-00,Psychotria viridis R+P.,Psychotria viridis R.A.,C. HAMILTON,1988-9,N/A,PERU,LORETO,N/A,N/A,ALTO RIO ITAYA,ALTO RIO ITAYA,Small tree. Fruit red. Forested Ack Itaya,ALT. 145 M.,N/A,F. No. 3363|HERBARIUM FIELD MUSEUM 614121,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/736/994/V0225047F.jpg,V0225047F,"Coll. T. Plowman, A. Sagástegui A., J. Mostacero L., F. R. Mejía & F. Peláez",T. Plowman,A. Sagástegui A. | J. Mostacero L. | F. R. Mejía | F. Peláez,14242,12 July 1986,1986-07-12,N/A,Abutilon mollissimum (Cav.) Sweet,Abutilon mollissimum (Cav.) Sweet,P. Fryxell,1987,N/A,Peru,Cajamarca,Jaén,N/A,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba","Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba",Dry scrub forest on steep slopes. Suffrutice de 1 m. de alto. Flores blancas,Alt. 700 m,N/A,1973380,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/738/506/V0239614F.jpg,V0239614F,Magda Chanco with Michelle McMahon and Larry Hufford,Magda Chanco,Michelle McMahon|Larry Hufford,s.n.,14 April 2003,2003-04-14,N/A,Abutilon sp.,Abutilon sp.,N/A,N/A,N/A,PERU,CAJAMARCA,N/A,N/A,Chilete-San Pablo road about 15 km from Chilete. S7° 10.554' W78° 49.665'. 3614 feet elevation,Chilete-San Pablo road about 15 km from Chilete,N/A,3614 feet elevation,S7° 10.554' W78° 49.665',2253555,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1611/031/V0414961F.jpg,V0414961F,"Marcos Ríos 4399 Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",Marcos Ríos,Tony Mori|Nigel Pitman|Luis Torres|Corine Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,PERU,LORETO,"Prov. Requena, Dtto. de Soplín",N/A,"Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco. 05°48'33.5""S 73°51'53.8""W. Alt. 90-110 msnm","Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco","Bosque de Planicie Inundable de aguas blancas. Árbol 7 m, flores amarillas y los botones son de color beish (beige)",Alt. 90-110 msnm,"05°48'33.5""S 73°51'53.8""W",N° 2318558,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1611/032/V0414962F.jpg,V0414962F,"Marcos Ríos 4399 Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",Marcos Ríos,Tony Mori|Nigel Pitman|Luis Torres|Corine Vriesendorp,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,PERU,LORETO,"Prov. Requena, Dtto. de Soplín",N/A,"Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco","Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco","Bosque de Planicie Inundable de aguas blancas. Árbol 7 m, flores amarillas y los botones son de color beish (beige)",Alt. 90-110 msnm,"05°48'33.5""S 73°51'53.8""W",N° 2318557,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1743/655/V0462893F.jpg,V0462893F,"Ynes Mexia, No. 8265",Y. Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,N/A,Piper callosum Ruiz & Pavon,Piper callosum Ruiz & Pavon,Trelease,N/A,N/A,Peru,Huanuco,Huanuco,N/A,Departamento and Provincia Huanuco. Near confluence Rio Cayumba with Huallaga; forested slope above road,Departamento and Provincia Huanuco. Near confluence Rio Cayumba with Huallaga; forested slope above road,"Perennial herb .8-2 m. high; stems weak; often forms small thickets; leaf blade joins petiole at angle, so often hangs perpendicular, shedding rain. Abundant. ""Matico.""",Alt. 805 m,N/A,1066996,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1743/657/V0462895F.jpg,V0462895F,"Ynes Mexia, No. 6157",Y. Mexia,N/A,6157,"Nov. 24, 1931",1931-11-24,N/A,Piper callosum Ruiz & Pav.,Piper callosum Ruiz & Pav.,Trelease,N/A,N/A,Peru,Loreto,N/A,N/A,"Above Pongo de Manseriche, Right bank of mouth of Rio Santiago; dense forest","Above Pongo de Manseriche, Right bank of mouth of Rio Santiago; dense forest","Spreading, perennial herb 1.5 m. high; fruit brick-red when mature; fruit and foliage have a strong odor of wintergreen; tea is made from them. ""Huausa."" ""Anise del Monte.""",Alt. 200 m,N/A,872277,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1743/506/V0441679F.jpg,V0441679F,Coll. Donald R. Simpson 565 & José Schunke V.,Donald R. Simpson,José Schunke V.,565,"January 4, 1968",1968-01-04,N/A,"Ipomoea carnea Jacq. (det. D. Simpson, Jan. 1969)",Ipomoea carnea Jacq.,D. Simpson,Jan. 1969,N/A,PERU,Tumbes,Tumbes,Pampas de Hospital,"Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about 10 km. northwest of El Caucho. Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital.","Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about 10 kilometers northwest of El Caucho. Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital.","Vine clamboring over shrubs; corolla pale lavender, open in the morning sun, closed on this cloudy afternoon when collected.",N/A,N/A,1897918,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1743/504/V0441677F.jpg,V0441677F,Coll. T. Plowman & P. M. Rury,T. Plowman,P. M. Rury,11105,6 December 1981,1981-12-06,N/A,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,A. McDonald,1983,N/A,Peru,Huánuco,Huánuco,N/A,"DEPT. HUÁNUCO: Prov. Huánuco. 8 km. northeast of Huánuco on road to Tingo María. Approx. 9°52'S., 76°11'W. Alt. 1750 m.",8 km northeast of Huánuco on road to Tingo María,Scandent shrub on roadside near houses. Stem with milky sap. Fls. pink.,Alt. 1750 m,"Approx. 9°52'S., 76°11'W",N/A,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1684/390/V0401892F.jpg,V0401892F,Robin B. Foster,R. B. Foster,N/A,4240,"Aug. 19, 1978",1978-08-19,N/A,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,E. J. Gouda,2018-02-05,N/A,PERU,LORETO,Maynas,N/A,Prov. Maynas: Rio Nanay Caseria Mishana 30km/SW of Iquitos,Prov. Maynas: Rio Nanay Caseria Mishana 30 kilometers Southwest of Iquitos,Terrestrial in white sand scrub; bracts bright red-pink; flowers white,N/A,N/A,1852637,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1766/135/V0460617F.jpg,V0460617F,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, W. Argandoña 1262",J. Farfán,L. Valenzuela | I. Huamantupa | A. Carazas | W. Argandoña,1262,23 Octubre 2006,2006-10-23,N/A,Anthurium clavigerum Poepp.,Anthurium clavigerum Poepp.,Thomas B. Croat,2008,N/A,PERU,Cusco,La Convención,N/A,"Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario","Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario","Bosque Secundario. Epifita, hasta 70 cm, espádice rojo, espata verde",1009 m,"12°47'15""S 073°10'10""W",2315782,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1826/292/V0469643F.jpg,V0469643F,Thomas B. Croat 18210,T. B. Croat,N/A,18210,"July 18, 1972",1972-07-18,N/A,Agave americana L.,Agave americana L.,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha,Sandy area 12.5 kilometers SW of Iquitos on road to Lago Quisto-cocha,"leaves to 1.5 m. long, in basal rosette; infl to ca 5 m. high; fruits green; a few infl branches arising from near base",N/A,N/A,1759629,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/227/821/V0075820F.jpg,V0075820F,coll. T. R. Dudley,T. R. Dudley,N/A,10783,4 July 1968,1968-07-04,N/A,Thelypteris dudleyi A. R. Smith,Thelypteris dudleyi A. R. Smith,Alan R. Smith,1989,N/A,Peru,Cuzco,La Convencion,N/A,Prov. La Convencion; Dept. Cuzco 12° 37'; 73° 32',"Common, terrestrial type with bright green foliage & purplish-black & glossy petioles; saxatile on almost vertical rock faces. In full sun on old open landslide, just above the cloud forest, between camp 4&5; almost to Camp 5; at c. 2825 m; one of the commonest colonizers of landslide","Common, terrestrial type with bright green foliage & purplish-black & glossy petioles; saxatile on almost vertical rock faces. In full sun on old open landslide, just above the cloud forest, between camp 4&5; almost to Camp 5; one of the commonest colonizers of landslide",c. 2825 m,12° 37'; 73° 32',1719861,Mix of Handwritten and Typed,ISOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/227/835/V0075836F.jpg,V0075836F,S.Knapp,S. Knapp,N/A,5881,4 July 1982,1982-07-04,N/A,TRICHIPTERIS PINNATA Stolze,TRICHIPTERIS PINNATA Stolze,Robert G. Stolze,1984,N/A,PANAMA,Colón,N/A,N/A,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway. Tropical wet forest. 500-550 m. 9°25'N, 79°37'W","Santa Rita Ridge road, 21-26 km from Transisthmian Highway. Tropical wet forest. 500-550 meters. 9°25'N, 79°37'W",Terrestrial. Sori brown.,500-550 m,"9°25'N, 79°37'W",N° 1932768,Typed,ISOTYPE,,,
